,imdbID,title,year,n_votes,imdb_rating,budget,box_office,cast,genre,running_time,inflation_factor,budget_adjusted,budget_per_actor,budget_per_time,runtime_per_actor,percent_revenue,total_ratings,book,sup,hor,com,spy,his,war,psy,rom,mon,fan,mus,pol,bio,sci,act,dra,dis,adv,mys,thr,dys,cri,epi,oth,ani,based_on_book,other,prescore,postscore,precount_wins,precount_noms
65,tt8385474,a dog's journey,2019,10855,7.4,,71.7,6.0,2,109.0,0.3921568627450981,,,,18.166666666666668,,80.327,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,0,0
66,tt6423362,the sun is also a star,2019,3081,5.7,9.0,6.7,2.0,2,100.0,0.3921568627450981,3.5294117647058827,1.7647058823529413,0.03529411764705883,50.0,-25.555555555555554,17.561700000000002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,0,0
67,tt6865690,the professor,2019,14243,6.7,25.0,5.4,10.0,3,124.0,0.3921568627450981,9.803921568627453,0.9803921568627454,0.07906388361796333,12.4,-78.4,95.4281,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,20.9,0.0,4,5
68,tt6920356,the souvenir,2019,4322,6.5,,1.7,3.0,3,119.0,0.3921568627450981,,,,39.666666666666664,,28.093,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0.0,0,5.0,0.0,1,0
69,tt8769848,the tomorrow man,2019,812,5.5,,0.35,6.0,2,94.0,0.3921568627450981,,,,15.666666666666666,,4.466,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0,0.5,0.0,0,3
70,tt7752126,brightburn,2019,54456,6.2,12.0,32.9,5.0,4,90.0,0.3921568627450981,4.7058823529411775,0.9411764705882355,0.052287581699346414,18.0,174.16666666666666,337.6272,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0
71,tt1489887,booksmart,2019,49043,7.2,6.0,24.8,6.0,1,105.0,0.3921568627450981,2.3529411764705888,0.39215686274509814,0.022408963585434177,17.5,313.3333333333333,353.10960000000006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.1111111111111111,0.0,0,1
72,tt7374948,always be my maybe,2019,36057,6.8,,,2.0,2,102.0,0.3921568627450981,,,,51.0,,245.1876,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0
73,tt3741700,godzilla: king of the monsters,2019,100328,6.1,200.0,385.0,12.0,4,132.0,0.3921568627450981,78.43137254901961,6.535947712418301,0.5941770647653001,11.0,92.5,612.0007999999999,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,1.0,0.0,0,5
74,tt2066051,rocketman,2019,80854,7.4,40.0,195.2,5.0,3,121.0,0.3921568627450981,15.686274509803926,3.137254901960785,0.12963863231242914,24.2,387.99999999999994,598.3195999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0,0.1,0.0,0,1
75,tt7958736,ma,2019,23727,5.6,5.0,60.6,6.0,4,99.0,0.3921568627450981,1.9607843137254903,0.32679738562091504,0.019805902158843338,16.5,1112.0,132.8712,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0,5.7250000000000005,0.0,1,4
76,tt6565702,dark phoenix,2019,113234,5.8,200.0,252.4,8.0,4,114.0,0.3921568627450981,78.43137254901961,9.803921568627452,0.6879944960440317,14.25,26.200000000000003,656.7571999999999,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,6.525,0.0,1,8
77,tt5113040,the secret life of pets 2,2019,31612,6.5,80.0,433.0,13.0,3,86.0,0.3921568627450981,31.372549019607845,2.413273001508296,0.36479708162334706,6.615384615384615,441.25,205.478,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.0,0,0.2,0.0,0,1
78,tt6107548,late night,2019,14492,6.5,4.0,22.2,8.0,2,102.0,0.3921568627450981,1.5686274509803924,0.19607843137254904,0.015378700499807768,12.75,455.0,94.198,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0,11.200000000000001,0.0,2,6
79,tt4353250,the last black man in san francisco,2019,5632,7.4,,4.5,7.0,1,120.0,0.3921568627450981,,,,17.142857142857142,,41.6768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0,5.836111111111111,0.0,1,6
80,tt2283336,men in black: international,2019,77164,5.6,110.0,253.9,9.0,4,115.0,0.3921568627450981,43.137254901960794,4.7930283224400885,0.3751065643648765,12.777777777777779,130.8181818181818,432.11839999999995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,10.8,0.0,2,4
