,imdbID,title,year,n_votes,imdb_rating,budget,box_office,cast,genre,running_time,inflation_factor,budget_adjusted
3191,tt0082495,halloween ii,1981,68469,6.5,2.5,25.5,2,2,92,1.1001100110011002,2.7502750275027505
3192,tt0087800,a nightmare on elm street,1984,191650,7.5,1.8,25.5,5,1,91,0.9624639076034648,1.7324350336862366
3193,tt0089686,a nightmare on elm street 2: freddy's revenge,1985,57069,5.5,1.8,25.5,5,1,91,0.9293680297397771,1.6728624535315988
3194,tt0099800,house party,1990,12191,6.4,2.5,26.4,3,2,100,0.7651109410864576,1.912777352716144
3195,tt0102065,house party 2,1991,5642,5.3,5.0,638.0,9,2,94,0.7342143906020558,3.671071953010279
3196,tt0443295,"yours, mine & ours",2005,25272,5.5,45.0,72.0,7,2,88,0.5120327700972862,23.04147465437788
3199,tt0077889,magic,1978,8313,6.8,7.0,23.8,5,3,107,1.5337423312883436,10.736196319018404
3200,tt0120679,frida,2002,75876,7.4,12.0,56.3,7,3,123,0.555864369093941,6.670372429127292
3201,tt0089461,the last dragon,1985,12155,6.9,10.0,33.0,7,3,107,0.9293680297397771,9.29368029739777
3202,tt0112851,desperado,1995,163480,7.2,7.0,25.4,6,2,105,0.6561679790026247,4.593175853018373
3203,tt0238112,captain corelli's mandolin,2001,31742,5.9,57.0,62.11,4,3,129,0.564652738565782,32.18520609824957
3205,tt0090738,black widow,1987,8090,6.3,10.5,25.21,5,3,102,0.8802816901408451,9.242957746478874
3207,tt1390411,in the heart of the sea,2015,111835,6.9,100.0,93.9,6,4,121,0.42191066463587,42.191066463587
3208,tt0462322,grindhouse,2007,172381,7.5,67.0,25.4,25,3,191,0.482392667631452,32.320308731307286
3209,tt0111756,wyatt earp,1994,42705,6.7,63.0,25.1,3,3,190,0.6747638326585695,42.51012145748988
3210,tt1124037,free state of jones,2016,46835,6.9,50.0,25.0,4,5,140,0.4166545142433346,20.83272571216673
3211,tt0120824,the shipping news,2001,31128,6.7,38.0,25.0,4,1,111,0.564652738565782,21.456804065499718
3212,tt0395972,north country,2005,37722,7.3,35.0,25.2,8,1,126,0.5120327700972862,17.921146953405017
3213,tt3381008,the brothers grimsby,2016,84750,6.2,35.0,25.2,6,4,83,0.4166545142433346,14.582907998516712
3214,tt0110932,quiz show,1994,61915,7.5,31.0,24.8,5,3,133,0.6747638326585695,20.917678812415655
3215,tt0119668,midnight in the garden of good and evil,1997,35427,6.6,30.0,25.1,2,3,155,0.6230529595015576,18.69158878504673
3216,tt0308383,the human stain,2003,28294,6.2,30.0,24.9,4,3,106,0.5434782608695652,16.304347826086957
3217,tt0093260,innerspace,1987,50848,6.8,27.0,25.0,4,4,120,0.8802816901408451,23.76760563380282
3218,tt0272338,punch-drunk love,2002,136708,7.3,25.0,24.7,5,3,95,0.555864369093941,13.896609227348526
3220,tt0060164,the bible: in the beginning...,1966,4420,6.3,18.0,25.3,6,2,174,3.0864197530864197,55.55555555555556
3221,tt0065528,catch-22,1970,20764,7.2,18.0,24.91,10,3,122,2.577319587628866,46.39175257731959
3222,tt0094890,cocoon: the return,1988,14596,5.4,17.5,25.0,12,6,116,0.8453085376162299,14.792899408284024
3224,tt0292963,before the devil knows you're dead,2007,91348,7.3,18.0,25.0,4,3,117,0.482392667631452,8.683068017366136
3225,tt0091188,heartburn,1986,8516,6.1,15.0,25.3,2,3,109,0.9124087591240877,13.686131386861316
3226,tt0975645,hitchcock,2012,69341,6.8,15.0,24.7,8,3,98,0.4355514516929884,6.533271775394827
3227,tt0087747,moscow on the hudson,1984,10286,6.5,13.0,25.07,3,3,115,0.9624639076034648,12.512030798845043
3228,tt0091554,the morning after,1986,5501,5.9,13.0,25.1,3,3,103,0.9124087591240877,11.86131386861314
3229,tt0059243,the great race,1965,15028,7.2,12.0,25.33,7,3,160,3.1746031746031744,38.095238095238095
3230,tt0387575,seed of chucky,2004,36395,4.8,12.0,24.8,6,4,86,0.5293806246691372,6.352567496029646
3231,tt0250310,corky romano,2001,12068,4.7,11.0,25.3,10,2,86,0.564652738565782,6.211180124223603
3232,tt0102316,little man tate,1991,13184,6.6,10.0,25.0,4,1,99,0.7342143906020558,7.342143906020558
3233,tt0101757,don't tell mom the babysitter's dead,1991,25962,6.2,10.0,25.1,5,1,102,0.7342143906020558,7.342143906020558
3234,tt0076507,the other side of midnight,1977,1469,6.2,9.0,24.7,4,4,165,1.6501650165016502,14.85148514851485
3235,tt0074812,logan's run,1976,48744,6.8,8.0,25.0,6,2,118,1.7574692442882252,14.059753954305801
3236,tt0064615,mackenna's gold,1969,7409,6.8,7.0,25.0,13,4,128,2.7247956403269753,19.07356948228883
3237,tt1315981,a single man,2009,101195,7.6,7.0,25.0,4,2,100,0.4661200632058805,3.2628404424411634
3238,tt0082340,escape from new york,1981,115555,7.2,6.0,25.2,7,3,99,1.1001100110011002,6.600660066006601
3239,tt0057187,irma la douce,1963,15579,7.4,5.0,25.25,2,3,147,3.2679738562091503,16.33986928104575
3240,tt0075268,stay hungry,1976,3748,5.6,5.0,24.85,2,2,102,1.7574692442882252,8.787346221441126
3241,tt0072288,thunderbolt and lightfoot,1974,20544,7.1,4.0,25.0,4,3,115,2.028397565922921,8.113590263691684
3242,tt0053604,the apartment,1960,149612,8.3,3.0,24.6,4,3,125,3.378378378378378,10.135135135135133
3246,tt0070034,enter the dragon,1973,90807,7.7,0.85,90.0,6,3,102,2.2522522522522523,1.9144144144144144
3248,tt1438176,fright night,1985,96060,6.3,0.0,24.9,5,2,106,0.9293680297397771,0.0
3251,tt0399295,lord of war,2005,282366,7.6,50.0,72.6,5,4,121,0.5120327700972862,25.60163850486431
3252,tt0100029,lionheart,1990,30699,6.2,6.0,24.3,5,3,105,0.7651109410864576,4.590665646518746
3253,tt0875034,nine,2009,41217,5.8,80.0,54.0,8,3,118,0.4661200632058805,37.28960505647044
3254,tt0089961,santa claus: the movie,1985,10613,6.2,50.0,23.7,5,3,108,0.9293680297397771,46.46840148698885
3255,tt0110971,renaissance man,1994,15956,6.2,40.0,24.33,4,2,128,0.6747638326585695,26.990553306342782
3256,tt0457495,alex rider: operation stormbreaker,2006,22538,5.1,40.0,23.9,13,3,93,0.49603174603174605,19.841269841269842
3257,tt0462519,school for scoundrels,1960,28107,5.9,35.0,23.95,6,1,100,3.378378378378378,118.24324324324323
3258,tt0102603,oscar,1991,28217,6.5,35.0,23.5,1,2,109,0.7342143906020558,25.697503671071953
3259,tt1655460,wanderlust,2012,70162,5.6,35.0,24.2,7,2,98,0.4355514516929884,15.244300809254595
3260,tt0271263,eight crazy nights,2002,20659,5.4,34.0,23.8,4,4,76,0.555864369093941,18.899388549193993
3261,tt0108238,striking distance,1993,38483,5.8,30.0,24.0,4,4,101,0.6920415224913494,20.761245674740483
3262,tt0114857,virtuosity,1995,26584,5.6,30.0,24.1,6,3,106,0.6561679790026247,19.68503937007874
3263,tt0221218,the glass house,2001,30373,5.8,30.0,23.6,7,5,103,0.564652738565782,16.93958215697346
3264,tt0264796,life as a house,2001,41922,7.5,27.0,23.9,5,1,124,0.564652738565782,15.245623941276115
3265,tt1798603,bad santa 2,2016,20795,5.6,26.0,24.1,6,3,92,0.4166545142433346,10.833017370326699
3266,tt4276820,the founder,2016,103730,7.2,25.0,24.1,7,3,115,0.4166545142433346,10.416362856083365
3267,tt0977855,fair game,1995,44535,6.8,50.0,11.53,4,4,91,0.6561679790026247,32.808398950131235
3268,tt0120586,american history x,1998,973701,8.5,20.0,23.9,7,2,119,0.6134969325153374,12.269938650306749
3269,tt0222142,let me in(i) ,2010,24,7.4,15.0,9.46,3,3,103,0.4585977913930367,6.8789668708955505
3270,tt0091278,iron eagle,1986,12601,5.5,18.0,24.16,6,2,117,0.9124087591240877,16.423357664233578
3271,tt0325258,dickie roberts: former child star,2003,13078,5.5,17.0,23.8,3,1,98,0.5434782608695652,9.239130434782608
3272,tt1876451,sparkle,1976,5706,5.7,14.0,24.0,9,2,116,1.7574692442882252,24.60456942003515
3273,tt0086494,two of a kind,1983,3622,4.8,14.0,23.65,6,3,88,1.0040160642570282,14.056224899598394
3274,tt0199626,in the cut,2003,20712,5.3,12.0,23.7,3,2,119,0.5434782608695652,6.521739130434782
3276,tt5322012,wish upon,2017,16090,5.0,12.0,23.5,6,3,90,0.40796344647519583,4.89556135770235
3277,tt0112819,dead presidents,1995,18434,6.9,10.0,24.1,6,4,119,0.6561679790026247,6.561679790026247
3278,tt0082089,body heat,1981,28710,7.4,9.0,24.0,3,4,113,1.1001100110011002,9.900990099009901
3280,tt0119215,good burger,1997,24535,5.7,8.5,23.7,3,1,95,0.6230529595015576,5.295950155763239
3281,tt0080472,bronco billy,1980,10036,6.1,6.5,24.27,2,4,116,1.2135922330097086,7.888349514563107
3282,tt0088128,sixteen candles,1984,97043,7.1,6.5,23.7,4,2,93,0.9624639076034648,6.256015399422521
3283,tt0106223,the adventures of huck finn,1993,7258,6.2,6.5,24.1,4,3,107,0.6920415224913494,4.498269896193771
3284,tt0108451,untamed heart,1993,11985,6.8,6.0,24.0,3,3,102,0.6920415224913494,4.1522491349480966
3285,tt0307901,25th hour,2002,163869,7.6,5.0,23.9,6,1,135,0.555864369093941,2.779321845469705
3286,tt0070239,jesus christ superstar,1973,23504,7.4,3.5,24.5,4,2,106,2.2522522522522523,7.882882882882884
3287,tt0086352,spring break,1983,2496,4.9,4.5,24.07,10,2,102,1.0040160642570282,4.518072289156627
3288,tt0078444,an unmarried woman,1978,4227,7.1,2.52,24.0,4,3,125,1.5337423312883436,3.8650306748466257
3290,tt0092974,ernest goes to camp,1987,10350,5.5,3.0,23.5,1,1,92,0.8802816901408451,2.6408450704225355
3292,tt0061811,in the heat of the night,1967,62234,8.0,2.0,24.3,2,3,109,2.9940119760479047,5.988023952095809
3293,tt0117666,sling blade,1996,83153,8.0,1.0,24.4,7,1,135,0.6373486297004461,0.6373486297004461
3294,tt0397065,house of wax,2005,109570,5.3,40.0,70.1,7,3,113,0.5120327700972862,20.481310803891446
3296,tt1179034,from paris with love,2010,108419,6.5,52.0,52.83,4,3,92,0.4585977913930367,23.84708515243791
3297,tt0082467,graduation day,1981,3009,4.8,0.25,23.8,4,4,96,1.1001100110011002,0.27502750275027504
3298,tt0070917,the wicker man,2006,61547,7.5,40.0,38.8,7,3,102,0.49603174603174605,19.841269841269842
3299,tt0395169,hotel rwanda,2004,318661,8.1,17.5,33.9,4,2,121,0.5293806246691372,9.2641609317099
3300,tt0080491,caligula,1979,31931,5.4,17.5,23.4,5,2,156,1.3774104683195594,24.10468319559229
3301,tt4002772,once(i) ,2007,1001,6.2,0.15,23.3,2,4,86,0.482392667631452,0.0723589001447178
3302,tt0907657,once,2007,106522,7.8,0.15,23.3,2,3,86,0.482392667631452,0.0723589001447178
3303,tt0497465,vicky cristina barcelona,2008,231428,7.1,15.0,104.5,7,3,97,0.4644617120987632,6.966925681481448
3304,tt2361317,live by night,2016,48661,6.4,90.0,22.7,7,3,129,0.4166545142433346,37.49890628190011
3305,tt0153225,toys are not for children,1972,226,6.2,50.0,23.3,5,3,121,2.3923444976076556,119.61722488038278
3306,tt0105629,toys,1992,29536,5.1,50.0,23.3,5,4,121,0.7127583749109052,35.637918745545264
3307,tt0116731,the juror,1996,16088,5.7,44.0,22.7,4,3,118,0.6373486297004461,28.04333970681963
3308,tt0109305,blue chips,1994,11298,6.2,35.0,23.0,6,1,108,0.6747638326585695,23.616734143049936
3309,tt0119311,hoodlum,1997,9992,6.3,30.0,23.46,8,3,130,0.6230529595015576,18.69158878504673
3312,tt1291584,warrior,2011,411227,8.2,25.0,23.1,5,1,140,0.44456497094767916,11.11412427369198
3313,tt0103924,captain ron,1992,19502,5.8,24.0,22.52,5,2,104,0.7127583749109052,17.106200997861727
3314,tt0100530,the russia house,1990,13499,6.1,21.8,23.0,6,4,122,0.7651109410864576,16.679418515684777
3315,tt0081777,xanadu,1980,11206,5.2,20.0,23.0,3,3,96,1.2135922330097086,24.271844660194173
3316,tt0081398,raging bull,1980,296838,8.2,18.0,23.4,1,2,129,1.2135922330097086,21.844660194174757
3317,tt0971209,a perfect getaway,2009,64898,6.5,14.0,22.85,6,4,97,0.4661200632058805,6.525680884882327
3318,tt0079758,prophecy,1979,3984,5.5,12.0,22.7,3,3,102,1.3774104683195594,16.528925619834713
3319,tt0108002,rudy,1993,51809,7.5,12.0,22.8,5,2,116,0.6920415224913494,8.304498269896193
3321,tt0168786,antwone fisher,2002,31218,7.3,12.5,23.4,5,2,120,0.555864369093941,6.948304613674263
3322,tt0429591,aquamarine,2006,36198,5.3,12.0,23.0,3,3,104,0.49603174603174605,5.9523809523809526
3323,tt1625346,young adult,2011,75149,6.3,12.0,22.9,4,2,94,0.44456497094767916,5.33477965137215
3324,tt0164114,drive me crazy,1999,17328,5.8,8.5,22.6,3,3,91,0.6002400960384154,5.102040816326531
3325,tt0059740,the sons of katie elder,1965,13209,7.2,6.5,23.0,10,2,122,3.1746031746031744,20.634920634920633
3326,tt0119905,the players club,1998,5911,5.8,5.0,23.3,16,2,104,0.6134969325153374,3.067484662576687
3327,tt3553976,captain fantastic,2016,166610,7.9,5.0,22.8,4,2,118,0.4166545142433346,2.083272571216673
3328,tt0064381,"goodbye, columbus",1969,1521,6.5,1.5,22.94,4,3,102,2.7247956403269753,4.087193460490463
3329,tt2125435,beasts of the southern wild,2012,78156,7.3,1.8,23.3,2,3,93,0.4355514516929884,0.7839926130473792
3330,tt3235888,it follows,2014,191545,6.8,2.0,23.3,6,4,100,0.422411462557448,0.844822925114896
3331,tt4698684,hunt for the wilderpeople,2016,91938,7.9,2.5,23.2,5,3,101,0.4166545142433346,1.0416362856083365
3332,tt0327679,ella enchanted,2004,58377,6.2,31.0,27.4,8,3,96,0.5293806246691372,16.41079936474325
3333,tt0128442,rounders,1998,136514,7.3,12.0,22.9,7,2,121,0.6134969325153374,7.361963190184049
3334,tt0120603,beloved,1998,6790,6.0,80.0,22.9,7,2,172,0.6134969325153374,49.079754601226995
3335,tt0087727,missing in action,1984,12953,5.4,1.5,22.81,5,3,101,0.9624639076034648,1.4436958614051971
3337,tt0499556,war,2007,81989,6.2,25.0,40.7,10,2,103,0.482392667631452,12.0598166907863
3338,tt0118755,the borrowers,1997,19005,5.8,29.0,54.0,6,4,89,0.6230529595015576,18.06853582554517
3339,tt0092965,empire of the sun,1987,108190,7.8,25.0,66.7,4,3,154,0.8802816901408451,22.007042253521128
3341,tt0112883,don juan demarco,1994,46338,6.7,25.0,68.0,6,3,97,0.6747638326585695,16.869095816464238
3342,tt0421054,domino,2005,63076,5.9,50.0,22.0,7,3,127,0.5120327700972862,25.60163850486431
3343,tt0324554,wicker park,2004,50797,7.0,30.0,21.6,4,4,114,0.5293806246691372,15.881418740074114
3344,tt0488658,unaccompanied minors,2006,9835,5.3,26.0,21.9,7,2,87,0.49603174603174605,12.896825396825397
3345,tt0124718,he got game,1998,41692,6.9,25.0,22.4,3,1,136,0.6134969325153374,15.337423312883436
3346,tt0097770,lock up,1989,35864,6.4,24.0,22.0,6,3,100,0.8064516129032259,19.35483870967742
3347,tt0158811,muppets from space,1999,17183,6.3,24.0,22.3,11,3,87,0.6002400960384154,14.405762304921971
3349,tt0113321,home for the holidays,1995,11008,6.6,20.0,22.1,9,3,103,0.6561679790026247,13.123359580052494
3350,tt0490204,reign over me,2007,90598,7.4,20.0,22.2,7,2,124,0.482392667631452,9.64785335262904
3351,tt0455760,dead silence,2007,80534,6.2,20.0,22.2,7,3,89,0.482392667631452,9.64785335262904
3352,tt1024255,wild child,2008,46468,6.1,20.0,21.9,4,3,98,0.4644617120987632,9.289234241975263
3353,tt0208874,the contender,2000,22041,6.9,20.0,22.36,8,3,126,0.5807200929152149,11.614401858304298
3354,tt0098258,say anything...,1989,78077,7.3,16.0,21.5,3,4,100,0.8064516129032259,12.903225806451614
3355,tt0096101,short circuit 2,1988,22650,5.7,15.0,21.6,5,3,110,0.8453085376162299,12.679628064243449
3356,tt0086859,against all odds,1984,9799,5.9,13.0,21.7,6,5,121,0.9624639076034648,12.512030798845043
3358,tt0069807,blue summer,1973,222,4.6,12.0,22.7,6,4,108,2.2522522522522523,27.027027027027028
3359,tt0084503,pink floyd: the wall,1982,71891,8.1,12.0,22.2,1,6,95,1.0362694300518136,12.435233160621763
3360,tt0071222,black christmas,1974,29449,7.2,5.0,8.1,6,4,92,2.028397565922921,10.141987829614605
3363,tt0095519,license to drive,1988,16937,6.3,8.0,22.4,4,1,88,0.8453085376162299,6.762468300929839
3364,tt0963794,the ruins,2008,67084,5.8,8.0,22.3,5,1,90,0.4644617120987632,3.7156936967901055
3365,tt0088146,a soldier's story,1984,8248,7.2,6.0,21.82,2,3,101,0.9624639076034648,5.7747834456207885
3366,tt0097981,a nightmare on elm street 5: the dream child,1989,38136,5.1,6.0,22.2,2,3,90,0.8064516129032259,4.838709677419355
3367,tt0249462,billy elliot,2000,118571,7.7,3.9,109.3,5,1,110,0.5807200929152149,2.264808362369338
3368,tt0358089,the russians are coming the russians are coming,1966,13,6.4,3.9,21.69,7,2,126,3.0864197530864197,12.037037037037036
3369,tt0063227,the lion in winter,1968,27328,7.9,4.0,22.3,6,3,134,2.873563218390805,11.49425287356322
3370,tt0079638,norma rae,1979,9531,7.3,4.5,22.0,3,1,110,1.3774104683195594,6.198347107438018
3371,tt0078579,buck rogers in the 25th century,1979,6820,6.9,3.5,21.7,8,3,89,1.3774104683195594,4.820936639118457
3373,tt0057546,the sword in the stone,1963,82826,7.2,3.0,22.2,6,5,79,3.2679738562091503,9.803921568627452
3374,tt0081207,my bodyguard,1980,8131,7.1,3.0,22.5,5,2,96,1.2135922330097086,3.640776699029126
3377,tt0089173,friday the 13th: a new beginning,1985,30702,4.8,2.2,22.0,3,4,92,0.9293680297397771,2.04460966542751
3378,tt0473308,waitress,2007,42102,7.0,1.5,22.0,5,3,104,0.482392667631452,0.723589001447178
3379,tt0082418,friday the 13th: part 2,1981,53769,6.1,1.2,21.7,3,4,87,1.1001100110011002,1.3201320132013201
3381,tt0063035,the green berets,1968,11504,5.8,7.0,32.0,8,2,141,2.873563218390805,20.114942528735632
3384,tt0114681,to die for,1995,41171,6.8,20.0,21.3,3,3,106,0.6561679790026247,13.123359580052494
3385,tt0119925,the postman,1997,65315,6.1,80.0,20.8,6,3,177,0.6230529595015576,49.84423676012461
3386,tt0108255,super mario bros.,1993,46414,4.0,48.0,20.9,7,3,104,0.6920415224913494,33.21799307958477
3387,tt0110146,intersection,1994,7106,5.3,45.0,21.36,4,2,98,0.6747638326585695,30.36437246963563
3388,tt0117108,multiplicity,1996,28600,6.1,45.0,21.08,4,3,117,0.6373486297004461,28.680688336520078
3389,tt0088814,the black cauldron,1985,28116,6.4,44.0,21.3,14,4,80,0.9293680297397771,40.89219330855019
3390,tt0162650,shaft,1971,70506,5.9,0.5,12.0,3,3,100,2.4691358024691357,1.2345679012345678
3392,tt0841046,walk hard: the dewey cox story,2007,63729,6.8,35.0,20.6,4,1,96,0.482392667631452,16.88374336710082
3393,tt1188729,pandorum,2009,138635,6.7,33.0,20.6,6,5,108,0.4661200632058805,15.381962085794056
3394,tt0124198,very bad things,1998,43441,6.4,30.0,21.0,7,3,100,0.6134969325153374,18.404907975460123
3395,tt0379889,the merchant of venice,2004,33527,7.0,30.0,21.42,4,2,131,0.5293806246691372,15.881418740074114
3396,tt0082970,ragtime,1981,8022,7.3,28.3,21.2,17,2,155,1.1001100110011002,31.133113311331137
3397,tt0088001,rhinestone,1984,6539,3.8,28.0,21.0,4,2,111,0.9624639076034648,26.948989412897014
3398,tt0086197,the right stuff,1983,53303,7.8,27.0,21.1,12,5,192,1.0040160642570282,27.10843373493976
3399,tt0297284,mindhunters,2004,55650,6.4,27.0,21.1,9,4,106,0.5293806246691372,14.293276866066703
3400,tt0078504,the wiz,1978,12909,5.4,24.0,21.0,6,3,133,1.5337423312883436,36.809815950920246
3401,tt0098987,the adventures of ford fairlane,1990,16280,6.3,20.0,21.4,7,4,102,0.7651109410864576,15.302218821729152
3402,tt0102744,quigley down under,1990,18197,6.9,18.0,21.41,3,4,119,0.7651109410864576,13.771996939556237
3403,tt5461944,hotel mumbai,2018,36527,7.6,17.3,21.1,7,3,125,0.3982366082984544,6.889493323563261
3404,tt0283139,white oleander,2002,28501,7.1,16.0,21.0,4,1,109,0.555864369093941,8.893829905503056
3406,tt0472160,penelope,1966,58151,6.7,15.0,21.16,5,3,104,3.0864197530864197,46.2962962962963
3407,tt0095927,punchline,1988,7502,5.8,15.0,21.04,4,3,122,0.8453085376162299,12.679628064243449
3408,tt0118073,a very brady sequel,1996,9519,5.7,15.0,21.4,3,1,89,0.6373486297004461,9.560229445506693
3411,tt1045772,i love you phillip morris,2009,88042,6.6,13.0,20.7,5,4,93,0.4661200632058805,6.059560821676446
3412,tt0034587,cat people,1982,17941,7.3,12.5,21.0,4,3,118,1.0362694300518136,12.95336787564767
3413,tt0099615,the freshman,1990,17727,6.4,12.0,21.46,5,2,102,0.7651109410864576,9.181331293037491
3414,tt0164181,stir of echoes,1999,70539,7.0,12.0,21.1,4,3,100,0.6002400960384154,7.202881152460986
3415,tt7125860,if beale street could talk,2018,30867,7.2,12.0,20.6,11,2,117,0.3982366082984544,4.778839299581453
3416,tt0085333,christine,1983,66014,6.7,10.0,21.0,5,2,110,1.0040160642570282,10.040160642570282
3417,tt0089118,f/x,1986,16369,6.7,10.0,20.6,4,2,108,0.9124087591240877,9.124087591240876
3418,tt0092105,tough guys,1986,6142,6.2,10.0,21.46,5,3,104,0.9124087591240877,9.124087591240876
3419,tt0095593,married to the mob,1988,15110,6.1,10.0,21.4,5,3,104,0.8453085376162299,8.4530853761623
3420,tt0218839,best in show,2000,52055,7.4,10.0,20.8,9,1,90,0.5807200929152149,5.807200929152149
3421,tt0060472,grand prix,1966,7203,7.2,9.0,20.8,4,1,179,3.0864197530864197,27.77777777777778
3422,tt0065207,where eagles dare,1968,48559,7.7,7.7,21.0,3,3,155,2.873563218390805,22.126436781609197
3423,tt0083767,creepshow,1982,39330,6.9,8.0,21.0,7,3,120,1.0362694300518136,8.290155440414509
3424,tt0085382,cujo,1983,36224,6.1,8.0,21.2,5,2,93,1.0040160642570282,8.032128514056225
3425,tt0089826,porky's revenge,1985,7218,4.8,7.8,20.52,8,1,92,0.9293680297397771,7.249070631970261
3426,tt0803061,red dog,2011,15636,7.4,8.5,21.0,4,3,92,0.44456497094767916,3.778802253055273
3427,tt0110186,jason's lyric,1994,3284,6.6,7.0,20.85,6,3,120,0.6747638326585695,4.723346828609987
3428,tt0073075,the great waldo pepper,1975,5061,6.6,5.0,20.64,5,2,107,1.8587360594795541,9.29368029739777
3429,tt0076933,the world's greatest lover,1977,1802,5.9,4.8,21.0,2,1,89,1.6501650165016502,7.920792079207921
3430,tt0085334,a christmas story,1983,122889,8.0,3.3,20.6,3,3,93,1.0040160642570282,3.3132530120481927
3431,tt0071115,alice doesn't live here anymore,1974,19685,7.3,1.8,21.0,5,3,112,2.028397565922921,3.6511156186612577
3432,tt0091867,a room with a view,1985,36868,7.3,2.3,21.0,12,2,117,0.9293680297397771,2.137546468401487
3433,tt0171804,boys don't cry,1999,88571,7.5,2.0,20.7,7,3,118,0.6002400960384154,1.2004801920768309
3434,tt1462758,buried,2010,142375,7.0,2.0,21.3,1,4,95,0.4585977913930367,0.9171955827860734
3435,tt0086264,screwballs,1983,2584,4.7,0.8,20.82,4,1,80,1.0040160642570282,0.8032128514056226
3436,tt0071807,the man with the golden gun,1974,88771,6.8,7.0,97.6,4,4,125,2.028397565922921,14.198782961460447
3439,tt0298228,whale rider,2002,37929,7.5,9.2,41.4,4,1,101,0.555864369093941,5.113952195664257
3440,tt0118632,the apostle,1997,12529,7.2,5.0,21.28,6,1,134,0.6230529595015576,3.115264797507788
3441,tt0088286,top secret!,1984,55842,7.2,0.0,20.5,2,2,90,0.9624639076034648,0.0
3446,tt0094612,action jackson,1988,9451,5.4,7.0,20.26,5,3,96,0.8453085376162299,5.9171597633136095
3448,tt0116322,flipper,1996,9538,5.2,25.0,20.08,5,1,0,0.6373486297004461,15.933715742511154
3449,tt0186975,down to you,2000,13764,5.0,35.0,24.4,2,3,92,0.5807200929152149,20.32520325203252
3450,tt0138304,the astronaut's wife,1999,50956,5.4,75.0,19.6,4,3,109,0.6002400960384154,45.01800720288116
3451,tt0120696,hard rain,1998,30802,5.9,70.0,19.9,7,5,96,0.6134969325153374,42.94478527607362
3452,tt0109456,color of night,1994,21630,5.2,40.0,19.7,7,3,121,0.6747638326585695,26.990553306342782
3453,tt0117318,the people vs. larry flynt,1996,84005,7.3,35.0,20.3,3,3,130,0.6373486297004461,22.307202039515616
3454,tt0234829,summer catch,2001,14665,5.0,34.0,19.7,10,3,108,0.564652738565782,19.198193111236588
3455,tt0264150,view from the top,2003,24278,5.2,30.0,19.5,8,2,87,0.5434782608695652,16.304347826086957
3456,tt0861689,blindness,2008,66782,6.6,25.0,19.8,6,4,121,0.4644617120987632,11.61154280246908
3457,tt0096316,tucker: the man and his dream,1988,13687,6.9,24.0,19.7,6,3,110,0.8453085376162299,20.28740490278952
3458,tt0102460,mobsters,1991,7889,6.0,23.0,20.2,8,2,104,0.7342143906020558,16.886930983847286
3459,tt0109484,"corrina, corrina",1994,11655,6.6,22.0,20.1,7,3,115,0.6747638326585695,14.84480431848853
3460,tt0192071,get over it,2001,17241,5.7,22.0,19.9,6,2,87,0.564652738565782,12.422360248447205
3461,tt0120877,vampires,1998,49818,6.2,20.0,20.3,6,3,108,0.6134969325153374,12.269938650306749
3462,tt0356721,i heart huckabees,2004,60759,6.6,20.0,20.1,7,1,106,0.5293806246691372,10.587612493382743
3463,tt0205461,thomas and the magic railroad,2000,3492,4.0,19.0,19.7,7,4,85,0.5807200929152149,11.033681765389083
3464,tt0486551,beerfest,2006,61773,6.3,17.5,20.4,11,1,111,0.49603174603174605,8.680555555555555
3465,tt1924396,the best offer,2013,98638,7.8,18.0,20.49,4,5,125,0.42926376970857283,7.726747854754311
3466,tt0080360,altered states,1980,29958,6.9,14.9,19.9,3,3,103,1.2135922330097086,18.082524271844658
3467,tt0084787,the thing,1982,342948,8.1,15.0,19.6,1,3,109,1.0362694300518136,15.544041450777204
3468,tt0106912,fire in the sky,1993,19640,6.6,15.0,19.9,5,5,109,0.6920415224913494,10.380622837370241
3469,tt1619856,mulholland dr.,2001,4979,8.3,15.0,20.1,6,4,146,0.564652738565782,8.46979107848673
3471,tt1258972,the man with the iron fists,2012,58891,5.4,15.0,19.7,8,2,96,0.4355514516929884,6.533271775394827
3472,tt0166924,mulholland drive,2001,297255,7.9,15.0,20.1,6,4,146,0.564652738565782,8.46979107848673
3473,tt0068828,lady sings the blues,1972,3373,7.1,14.0,19.73,3,2,144,2.3923444976076556,33.49282296650718
3474,tt0084690,six pack,1982,2478,5.9,13.5,20.23,3,2,108,1.0362694300518136,13.989637305699484
3475,tt0103035,taking care of business,1990,7380,6.4,14.0,20.0,6,1,108,0.7651109410864576,10.711553175210407
3476,tt0114825,vampire in brooklyn,1995,20182,4.5,14.0,19.8,5,3,102,0.6561679790026247,9.186351706036746
3479,tt0250224,crazy/beautiful,2001,23194,6.5,13.0,19.9,3,2,99,0.564652738565782,7.340485601355166
3480,tt0072684,barry lyndon,1975,136822,8.1,12.0,20.2,6,2,187,1.8587360594795541,22.30483271375465
3481,tt0080009,tess,1979,13884,7.3,12.0,20.1,3,2,186,1.3774104683195594,16.528925619834713
3482,tt0080569,cruising,1980,17233,6.4,11.0,19.8,5,4,102,1.2135922330097086,13.349514563106794
3483,tt0090274,volunteers,1985,8001,5.5,10.0,19.88,4,1,107,0.9293680297397771,9.29368029739777
