,imdbID,title,year,n_votes,imdb_rating,budget,box_office,cast,genre,running_time,inflation_factor,budget_adjusted
94,tt0120737,the lord of the rings: the fellowship of the ring,2001,1553588,8.8,93.0,871.5,15,4,178,0.564652738565782,52.51270468661773
95,tt0266543,finding nemo,2003,892153,8.1,94.0,867.8,4,3,100,0.5434782608695652,51.086956521739125
96,tt1951264,the hunger games: catching fire,2013,585514,7.5,140.0,865.0,10,4,146,0.42926376970857283,60.0969277592002
97,tt3896198,guardians of the galaxy vol. 2,2017,513275,7.6,200.0,863.8,13,4,137,0.40796344647519583,81.59268929503916
99,tt2096673,inside out,2015,558671,8.2,175.0,857.6,9,4,94,0.42191066463587,73.83436631127725
100,tt1270797,venom,1981,314223,6.7,116.0,856.1,5,4,112,1.1001100110011002,127.61276127612761
102,tt3501632,thor: ragnarok,2017,521424,7.9,180.0,854.0,9,4,130,0.40796344647519583,73.43342036553526
103,tt0121766,star wars: episode iii - revenge of the sith,2005,657615,7.5,113.0,848.8,10,4,140,0.5120327700972862,57.859703020993344
104,tt1055369,transformers: revenge of the fallen,2009,370641,6.0,200.0,836.3,5,3,150,0.4661200632058805,93.2240126411761
105,tt1324999,the twilight saga: breaking dawn - part 1,2011,211758,4.9,136.2,829.7,12,5,115,0.44456497094767916,60.549749043073895
106,tt0234215,the matrix reloaded,2003,489206,7.2,127.0,739.4,6,2,138,0.5434782608695652,69.02173913043478
107,tt1375666,inception,2010,1893414,8.8,160.0,828.3,9,3,148,0.4585977913930367,73.37564662288587
109,tt0451279,wonder woman,2017,507067,7.4,150.0,821.8,7,4,141,0.40796344647519583,61.19451697127938
110,tt6079330,wonder(i) ,2017,39,7.5,150.0,821.8,7,2,141,0.40796344647519583,61.19451697127938
111,tt0116629,independence day,1983,504338,7.0,75.0,817.4,10,3,145,1.0040160642570282,75.30120481927712
113,tt3183660,fantastic beasts and where to find them,2016,379200,7.3,200.0,814.0,9,2,133,0.4166545142433346,83.33090284866692
114,tt0413267,shrek the third,2007,262534,6.0,160.0,799.0,9,3,92,0.482392667631452,77.18282682103232
115,tt0304141,harry potter and the prisoner of azkaban,2004,502907,7.9,130.0,796.9,14,2,142,0.5293806246691372,68.81948120698783
116,tt1790809,pirates of the caribbean: dead men tell no tales,2017,238628,6.6,320.0,794.9,6,3,129,0.40796344647519583,130.54830287206266
117,tt0083866,e.t. the extra-terrestrial,1982,346741,7.8,10.5,792.9,3,2,114,1.0362694300518136,10.880829015544043
118,tt4912910,mission: impossible - fallout,2018,253475,7.8,178.0,791.1,9,4,147,0.3982366082984544,70.88611627712488
119,tt1905041,furious 6,2013,352626,7.1,260.0,788.7,11,3,130,0.42926376970857283,111.60858012422894
120,tt0367882,indiana jones and the kingdom of the crystal skull,2008,402081,6.1,185.0,786.6,7,2,122,0.4644617120987632,85.9254167382712
121,tt5463162,deadpool 2,2018,427381,7.7,110.0,785.0,8,4,119,0.3982366082984544,43.806026912829985
122,tt1431045,deadpool,2016,848182,8.0,58.0,782.6,6,4,108,0.4166545142433346,24.165961826113406
123,tt0076759,star wars,1977,1150440,8.6,11.0,775.4,5,4,121,1.6501650165016502,18.151815181518153
125,tt2015381,guardians of the galaxy,2014,980628,8.0,232.3,772.8,12,4,122,0.422411462557448,98.12618275209518
126,tt0499549,avatar,2009,1069221,7.8,237.0,2790.0,5,5,161,0.4661200632058805,110.47045497979369
127,tt1587310,maleficent,2014,320870,7.0,263.0,758.5,7,3,97,0.422411462557448,111.09421465260883
128,tt0948470,the amazing spider-man,2012,536036,6.9,230.0,757.9,6,3,136,0.4355514516929884,100.17683388938734
129,tt0382625,the da vinci code,2006,380150,6.6,125.0,758.2,7,2,149,0.49603174603174605,62.00396825396825
130,tt1951265,the hunger games: mockingjay - part 1,2014,388371,6.6,140.0,755.4,10,4,123,0.422411462557448,59.13760475804272
131,tt0892791,shrek forever after,2010,171986,6.3,165.0,752.6,7,3,93,0.4585977913930367,75.66863557985106
134,tt1877832,x-men: days of future past,2014,633544,8.0,220.0,747.9,10,4,131,0.422411462557448,92.93052176263856
136,tt1277953,madagascar 3: europe's most wanted,2012,151078,6.8,145.0,746.9,12,3,93,0.4355514516929884,63.15496049548332
137,tt0363771,"the chronicles of narnia: the lion, the witch and the wardrobe",2005,347113,6.9,180.0,745.0,8,2,145,0.5120327700972862,92.16589861751152
138,tt1453405,monsters university,2013,300847,7.3,200.0,744.2,10,4,104,0.42926376970857283,85.85275394171457
139,tt0086960,beverly hills cop,1984,152422,7.3,13.0,316.4,1,3,105,0.9624639076034648,12.512030798845043
140,tt1454468,gravity,2013,725574,7.7,130.0,723.2,2,3,91,0.42926376970857283,55.80429006211447
142,tt1843866,captain america: the winter soldier,2014,689420,7.7,177.0,714.4,10,4,136,0.422411462557448,74.7668288726683
143,tt2103281,dawn of the planet of the apes,2014,396646,7.6,235.0,710.6,6,4,130,0.422411462557448,99.26669370100028
144,tt0418279,transformers,2007,576191,7.0,150.0,709.7,8,3,143,0.482392667631452,72.3589001447178
145,tt1259571,the twilight saga: new moon,2009,253223,4.7,50.0,709.7,14,4,130,0.4661200632058805,23.306003160294026
146,tt0316654,spider-man 2,2004,513834,7.3,200.0,783.8,6,4,127,0.5293806246691372,105.87612493382743
147,tt1872181,the amazing spider-man 2,2014,397570,6.6,293.0,709.0,9,4,142,0.422411462557448,123.76655852933226
149,tt1325004,the twilight saga: eclipse,2010,216100,5.0,68.0,698.49,6,5,123,0.4585977913930367,31.184649814726495
150,tt0087951,protocol,1984,4273,5.5,12.0,26.19,3,1,96,0.9624639076034648,11.549566891241577
152,tt0986233,hunger,1966,62427,7.6,78.0,694.4,8,5,142,3.0864197530864197,240.74074074074073
153,tt0085701,the hunger,1983,21463,6.7,78.0,694.4,8,5,142,1.0040160642570282,78.3132530120482
155,tt1392170,the hunger games,2012,807384,7.2,78.0,694.4,8,4,142,0.4355514516929884,33.9730132320531
157,tt3521164,moana,2016,236081,7.6,175.0,690.8,7,4,103,0.4166545142433346,72.91453999258356
158,tt2381249,mission: impossible - rogue nation,2015,321014,7.4,150.0,682.7,7,4,131,0.42191066463587,63.2865996953805
159,tt0816692,interstellar,2014,1353310,8.6,165.0,677.5,6,3,169,0.422411462557448,69.69789132197891
160,tt1211837,doctor strange,2016,543758,7.5,165.0,677.7,9,4,115,0.4166545142433346,68.7479948501502
161,tt0109830,forrest gump,1994,1663061,8.8,55.0,678.2,5,3,142,0.6747638326585695,37.11201079622133
162,tt0167404,the sixth sense,1999,863216,8.1,40.0,672.8,4,4,107,0.6002400960384154,24.009603841536617
163,tt0120207,steel,1997,10362,2.8,258.0,668.0,10,4,143,0.6230529595015576,160.74766355140187
164,tt0770828,man of steel,2013,659903,7.1,258.0,668.0,10,4,143,0.42926376970857283,110.75005258481178
165,tt1302011,kung fu panda 2,2011,235895,7.2,150.0,665.7,14,5,91,0.44456497094767916,66.68474564215187
166,tt0438097,ice age: the meltdown,2006,241427,6.8,80.0,660.9,5,3,91,0.49603174603174605,39.682539682539684
167,tt0974015,justice league,2017,345942,6.4,300.0,657.9,11,4,120,0.40796344647519583,122.38903394255875
168,tt2245084,big hero 6,2014,383260,7.8,165.0,657.8,10,4,102,0.422411462557448,69.69789132197891
169,tt4123430,fantastic beasts: the crimes of grindelwald,2018,187555,6.6,200.0,653.8,12,3,134,0.3982366082984544,79.64732165969089
170,tt1951266,the hunger games: mockingjay - part 2,2015,260168,6.5,160.0,653.4,10,4,137,0.42191066463587,67.5057063417392
171,tt0121765,star wars: episode ii - attack of the clones,2002,592407,6.6,115.0,649.4,10,4,142,0.555864369093941,63.92440244580322
174,tt1981115,thor: the dark world,2013,558809,6.9,272.0,644.8,14,4,112,0.42926376970857283,116.75974536073181
175,tt3470600,sing,2016,121062,7.1,75.0,634.2,7,3,110,0.4166545142433346,31.249088568250095
176,tt0317705,the incredibles,2004,619981,8.0,92.0,633.0,7,4,115,0.5293806246691372,48.70301746956062
178,tt0441773,kung fu panda,2008,391529,7.5,130.0,631.7,12,4,92,0.4644617120987632,60.380022572839216
179,tt3659388,the martian,2015,704047,8.0,108.0,630.2,12,3,141,0.42191066463587,45.56635178067396
180,tt1596343,fast five,2011,336044,7.3,125.0,626.1,8,3,130,0.44456497094767916,55.570621368459896
182,tt1228705,iron man 2,2010,679191,7.0,200.0,623.9,7,4,125,0.4585977913930367,91.71955827860734
183,tt0448157,hancock,2008,422125,6.4,150.0,624.4,4,4,92,0.4644617120987632,69.66925681481447
184,tt5095030,ant-man and the wasp,2018,268549,7.1,195.0,622.7,14,4,118,0.3982366082984544,77.65613861819861
186,tt0382932,ratatouille,2007,597356,8.0,150.0,620.7,9,3,111,0.482392667631452,72.3589001447178
187,tt3315342,logan,2017,587211,8.1,127.0,619.0,6,4,137,0.40796344647519583,51.81135770234987
188,tt0119567,the lost world: jurassic park,1997,354620,6.6,73.0,618.6,4,3,129,0.6230529595015576,45.482866043613704
189,tt0795421,mamma mia!,2008,199261,6.4,52.0,615.7,8,3,108,0.4644617120987632,24.152009029135687
190,tt3371366,transformers: the last knight,2017,124623,5.2,260.0,605.4,4,3,149,0.40796344647519583,106.07049608355092
191,tt0479952,madagascar: escape 2 africa,2008,190368,6.6,150.0,603.9,11,3,89,0.4644617120987632,69.66925681481447
192,tt0069957,deep throat part ii,1974,421,4.2,0.05,600.0,3,3,61,2.028397565922921,0.10141987829614606
193,tt0381061,casino royale,1967,547881,8.0,150.0,599.0,6,4,144,2.9940119760479047,449.1017964071857
195,tt0398286,tangled,2010,377306,7.7,260.0,591.8,3,4,100,0.4585977913930367,119.23542576218954
196,tt0407304,war of the worlds,2005,395897,6.5,132.0,591.7,5,5,116,0.5120327700972862,67.58832565284177
197,tt0481499,the croods,2013,180673,7.2,175.0,587.2,7,4,98,0.42926376970857283,75.12115969900024
198,tt1411697,the hangover part ii,2011,441803,6.4,80.0,586.8,7,1,101,0.44456497094767916,35.56519767581433
199,tt0830515,quantum of solace,2008,383808,6.6,200.0,586.1,7,4,106,0.4644617120987632,92.89234241975264
200,tt3569230,legend,1985,144265,6.9,150.0,585.3,3,5,101,0.9293680297397771,139.40520446096656
201,tt0480249,i am legend,2007,646457,7.2,150.0,585.3,3,4,101,0.482392667631452,72.3589001447178
203,tt0371746,iron man,2008,889014,7.9,140.0,585.2,5,4,126,0.4644617120987632,65.02463969382684
204,tt0267804,the one,2001,86122,5.9,49.0,72.7,4,4,87,0.564652738565782,27.66798418972332
205,tt1677720,ready player one,2018,321505,7.5,175.0,582.9,6,3,140,0.3982366082984544,69.69140645222953
206,tt0198781,"monsters, inc.",2001,762673,8.0,115.0,577.4,5,3,92,0.564652738565782,64.93506493506493
208,tt0086190,star wars: episode vi - return of the jedi,1983,886165,8.3,42.7,572.7,9,4,132,1.0040160642570282,42.871485943775106
210,tt2322441,fifty shades of grey,2015,284689,4.1,40.0,569.7,4,3,128,0.42191066463587,16.8764265854348
211,tt3731562,kong: skull island,2017,249333,6.6,185.0,566.7,13,4,118,0.40796344647519583,75.47323759791124
213,tt1216475,cars 2,2011,145531,6.1,200.0,562.1,6,4,106,0.44456497094767916,88.91299418953584
214,tt0120591,armageddon,1998,378263,6.7,140.0,553.7,9,4,151,0.6134969325153374,85.88957055214723
215,tt1637725,ted,2012,547501,6.9,50.0,549.4,5,1,106,0.4355514516929884,21.77757258464942
216,tt0108171,sniper,1993,21730,6.1,59.0,547.4,2,5,132,0.6920415224913494,40.830449826989614
217,tt2179136,american sniper,2014,411770,7.3,59.0,547.4,2,4,132,0.422411462557448,24.92227629088943
218,tt0120755,mission: impossible ii,2000,297137,6.1,125.0,546.4,8,4,123,0.5807200929152149,72.59001161440186
219,tt1515091,sherlock holmes: a game of shadows,2011,400657,7.5,125.0,545.4,6,4,129,0.44456497094767916,55.570621368459896
220,tt3385516,x-men: apocalypse,2016,369767,6.9,178.0,543.9,10,4,144,0.4166545142433346,74.16450353531356
221,tt0319262,the day after tomorrow,2004,394948,6.4,125.0,544.3,5,4,123,0.5293806246691372,66.17257808364215
222,tt1323594,despicable me,2010,474013,7.6,69.0,543.1,7,2,95,0.4585977913930367,31.64324760611953
223,tt0065234,z,1969,21721,8.3,269.0,540.0,3,5,116,2.7247956403269753,732.9700272479564
224,tt0816711,world war z,2013,566127,7.0,269.0,540.0,3,4,116,0.42926376970857283,115.47195405160609
226,tt0080684,star wars: episode v - the empire strikes back,1980,1082223,8.7,23.0,538.4,9,4,124,1.2135922330097086,27.912621359223298
228,tt0910970,wall-e,2008,934009,8.4,180.0,533.3,7,3,97,0.4644617120987632,83.60310817777737
230,tt1663202,the revenant,2015,646164,8.0,135.0,533.0,4,4,156,0.42191066463587,56.95793972584245
231,tt5848272,ralph breaks the internet,2018,105464,7.1,175.0,529.3,9,3,112,0.3982366082984544,69.69140645222953
232,tt3874544,the boss baby,2017,98433,6.3,125.0,528.0,5,3,97,0.40796344647519583,50.99543080939948
233,tt5013056,dunkirk,2017,489845,7.9,150.0,526.9,11,4,106,0.40796344647519583,61.19451697127938
234,tt0462538,the simpsons movie,2007,296841,7.3,75.0,527.1,9,3,87,0.482392667631452,36.1794500723589
236,tt0988045,sherlock holmes,2009,557029,7.6,90.0,524.0,5,4,129,0.4661200632058805,41.95080568852924
237,tt2267968,kung fu panda 3,2016,121631,7.1,145.0,521.2,12,4,95,0.4166545142433346,60.41490456528352
238,tt0478970,ant-man,2015,525798,7.3,169.3,519.3,11,4,117,0.42191066463587,71.4294755228528
239,tt0103064,terminator 2: judgment day,1991,934590,8.5,102.0,517.0,3,2,137,0.7342143906020558,74.8898678414097
240,tt0290002,meet the fockers,2004,241950,6.3,80.0,516.6,8,2,115,0.5293806246691372,42.35044997353097
241,tt2709692,dr. seuss' the grinch,2018,36198,6.3,75.0,511.6,5,2,86,0.3982366082984544,29.86774562238408
242,tt0119099,fallen,1998,69804,7.0,46.0,25.2,6,4,124,0.6134969325153374,28.220858895705522
243,tt0099653,ghost,1990,183226,7.0,22.0,505.7,4,4,128,0.7651109410864576,16.832440703902066
244,tt0067541,wake in fright,1971,8926,7.7,0.8,0.05,4,3,109,2.4691358024691357,1.9753086419753085
245,tt0332452,troy,2004,461570,7.2,185.0,497.4,8,4,163,0.5293806246691372,97.93541556379037
246,tt0120363,toy story 2,1999,490654,7.9,90.0,497.4,2,3,92,0.6002400960384154,54.02160864345739
247,tt0073343,the dragon flies,1975,968,6.6,0.55,1.1,10,3,111,1.8587360594795541,1.022304832713755
248,tt0892769,how to train your dragon,2010,627384,8.1,165.0,494.9,8,4,98,0.4585977913930367,75.66863557985106
250,tt0117998,twister,1996,165392,6.4,92.0,494.5,4,5,113,0.6373486297004461,58.63607393244104
251,tt1623205,oz the great and powerful,2013,194119,6.3,215.0,493.3,8,2,130,0.42926376970857283,92.29171048734315
252,tt1291150,teenage mutant ninja turtles,1990,194261,5.8,13.5,202.0,2,4,93,0.7651109410864576,10.328997704667177
254,tt3450958,war for the planet of the apes,2017,210356,7.4,150.0,490.7,3,5,140,0.40796344647519583,61.19451697127938
255,tt0089013,demons,1985,18416,6.7,150.0,485.9,7,3,138,0.9293680297397771,139.40520446096656
256,tt0808151,angels & demons,2009,258034,6.7,150.0,485.9,7,2,138,0.4661200632058805,69.91800948088208
257,tt0315327,bruce almighty,2003,352448,6.7,81.0,484.6,10,3,101,0.5434782608695652,44.02173913043478
258,tt0126029,shrek,2001,578020,7.8,60.0,484.4,4,3,90,0.564652738565782,33.87916431394692
259,tt1318514,rise of the planet of the apes,2011,479871,7.6,93.0,481.8,7,3,105,0.44456497094767916,41.344542298134165
260,tt0274166,johnny english,2003,140194,6.2,40.0,160.5,4,5,88,0.5434782608695652,21.73913043478261
261,tt0356910,mr. & mrs. smith,2005,426842,6.5,110.0,478.2,5,4,120,0.5120327700972862,56.32360471070148
262,tt0099785,home alone,1990,419591,7.6,18.0,476.7,5,1,103,0.7651109410864576,13.771996939556237
263,tt0367594,charlie and the chocolate factory,2005,399486,6.6,150.0,475.0,9,4,115,0.5120327700972862,76.80491551459293
264,tt2510894,hotel transylvania 2,2015,96500,6.7,80.0,474.8,11,2,89,0.42191066463587,33.7528531708696
265,tt2126355,san andreas,2015,198477,6.0,110.0,474.0,6,4,114,0.42191066463587,46.4101731099457
266,tt0097576,indiana jones and the last crusade,1989,650678,8.2,48.0,474.2,6,2,128,0.8064516129032259,38.70967741935484
267,tt1772341,wreck-it ralph,2012,356225,7.7,165.0,471.2,4,3,101,0.4355514516929884,71.8659895293431
268,tt0073195,jaws,1975,520248,8.0,9.0,470.7,5,3,124,1.8587360594795541,16.728624535315987
270,tt0111070,the santa clause,1994,88114,6.4,22.0,189.8,5,3,97,0.6747638326585695,14.84480431848853
271,tt4701182,bumblebee,2018,111895,6.8,135.0,468.0,6,3,114,0.3982366082984544,53.761942120291344
272,tt1490017,the lego movie,2014,310633,7.8,65.0,468.1,9,4,100,0.422411462557448,27.45674506623412
273,tt1119646,the hangover,2009,682263,7.7,35.0,467.5,6,1,100,0.4661200632058805,16.314202212205817
274,tt1408101,star trek into darkness,2013,450495,7.7,190.0,467.4,11,3,133,0.42926376970857283,81.56011624462884
275,tt0133093,the matrix,1999,1559873,8.7,63.0,465.3,5,2,136,0.6002400960384154,37.815126050420176
276,tt0100405,pretty woman,1990,267128,7.0,14.0,463.4,2,2,119,0.7651109410864576,10.711553175210407
278,tt0317219,cars,2006,340661,7.1,120.0,462.0,4,2,116,0.49603174603174605,59.523809523809526
279,tt0172495,gladiator,1992,1250163,8.5,103.0,460.5,7,5,155,0.7127583749109052,73.41411261582324
281,tt0376994,x-men: the last stand,2006,462918,6.7,210.0,459.4,12,3,104,0.49603174603174605,104.16666666666667
282,tt0465234,national treasure: book of secrets,2007,208583,6.5,130.0,457.4,8,3,124,0.482392667631452,62.71104679208876
283,tt0416449,300,2006,704212,7.7,65.0,456.1,4,3,116,0.49603174603174605,32.242063492063494
285,tt0240772,ocean's eleven,2001,484404,7.8,85.0,450.7,5,2,117,0.564652738565782,47.99548277809147
286,tt0800369,thor,2011,704506,7.0,150.0,449.3,10,4,114,0.44456497094767916,66.68474564215187
287,tt0120855,tarzan,1999,188924,7.3,130.0,448.2,10,2,88,0.6002400960384154,78.031212484994
288,tt3783958,la la land,2016,455754,8.0,30.0,446.1,4,4,128,0.4166545142433346,12.499635427300039
290,tt0440963,the bourne ultimatum,2007,585958,8.0,110.0,442.8,8,3,115,0.482392667631452,53.06319343945972
291,tt0120912,men in black ii,2002,323983,6.2,140.0,441.8,7,4,88,0.555864369093941,77.82101167315174
293,tt1707386,les misérables,2012,291332,7.6,61.0,441.8,7,2,158,0.4355514516929884,26.568638553272294
294,tt1340138,terminator genisys,2015,244484,6.4,158.0,440.6,9,3,126,0.42191066463587,66.66188501246747
296,tt0070047,the exorcist,1973,343201,8.0,12.0,441.3,7,1,121,2.2522522522522523,27.027027027027028
297,tt0803096,warcraft,2016,230248,6.8,160.0,439.0,9,3,123,0.4166545142433346,66.66472227893354
298,tt0349903,ocean's twelve,2004,338673,6.5,110.0,435.0,14,3,125,0.5293806246691372,58.23186871360509
299,tt1485796,the greatest showman,2017,209429,7.6,84.0,435.0,5,3,105,0.40796344647519583,34.26892950391645
300,tt1517451,a star is born,1976,286900,7.7,6.0,80.0,2,3,142,1.7574692442882252,10.54481546572935
302,tt2709768,the secret life of pets,2016,170815,6.5,80.0,433.0,13,3,86,0.4166545142433346,33.33236113946677
