,imdbID,title,year,n_votes,imdb_rating,budget,box_office,cast,genre,running_time,inflation_factor,budget_adjusted,budget_per_actor,budget_per_time,runtime_per_actor,percent_revenue,total_ratings,book,sup,hor,com,spy,his,war,psy,rom,mon,fan,mus,pol,bio,sci,act,dra,dis,adv,mys,thr,dys,cri,epi,oth,ani,based_on_book,other,prescore,postscore,precount_wins,precount_noms,win,nom,none
10,tt0369610,jurassic world,2015,551466,7.0,150.0,1672.0,8,3,124,0.42191066463587,63.286599695380495,7.910824961922562,0.510375803995004,15.5,1014.6666666666666,3860.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,0,0.4,0.0,0,2,0,0,0
11,tt0848228,the avengers,1998,1208826,8.0,60.0,48.6,4,4,89,0.6134969325153374,36.809815950920246,9.202453987730062,0.41359343765078926,22.25,-18.999999999999996,9670.608,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,0,5.6,0.0,1,3,0,0,0
12,tt2820852,furious 7,2015,342382,7.2,190.0,1516.0,10,3,137,0.42191066463587,80.1630262808153,8.01630262808153,0.5851315786920825,13.7,697.8947368421053,2465.1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0,0,0,0,0,1.0,0,0.4,0.0,0,2,0,0,0
13,tt2395427,avengers: age of ultron,2015,688839,7.3,495.2,1403.0,17,4,141,0.42191066463587,208.9301611276828,12.290009478098987,1.4817741923949135,8.294117647058824,183.3198707592892,5028.5247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,0,1.4999999999999998,0.0,0,9,0,0,0
14,tt1825683,black panther,2018,551088,7.3,200.0,1347.0,11,4,134,0.3982366082984544,79.64732165969089,7.240665605426444,0.5943829974603798,12.181818181818182,573.5,4022.9424,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,0,10.2,0.125,2,2,0,1,6
15,tt2527336,star wars: episode viii - the last jedi,2017,487996,7.1,317.0,1333.0,15,4,152,0.40796344647519583,129.32441253263707,8.621627502175805,0.8508185035041912,10.133333333333333,320.50473186119876,3464.7715999999996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1.0,0,11.2,0.0,2,6,0,0,0
16,tt4881806,jurassic world: fallen kingdom,2018,234437,6.2,187.0,1309.0,7,3,128,0.3982366082984544,74.47024575181098,10.638606535972997,0.5817987949360233,18.285714285714285,600.0,1453.5094000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,0,0.4,0.0,0,2,0,0,0
17,tt2294629,frozen,2013,535203,7.5,150.0,1276.0,5,5,102,0.4292637697085728,64.38956545628592,12.877913091257184,0.6312702495714306,20.4,750.6666666666666,4014.0225,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0,0,0,0,7
18,tt0101414,beauty and the beast,1962,398274,8.0,255.0,1264.0,11,3,129,3.3112582781456954,844.3708609271523,76.76098735701385,6.545510549822886,11.727272727272727,395.6862745098039,3186.192,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0.0,0.2,0,0,0,0,0
19,tt3606756,incredibles 2,2018,220721,7.7,200.0,1243.0,5,4,118,0.3982366082984544,79.64732165969089,15.929464331938178,0.6749773022007702,23.6,521.5,1699.5517,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0,0,6.000000000000001,0.0,1,6,0,0,0
20,tt4630562,the fate of the furious,2017,188876,6.7,250.0,1236.0,11,3,136,0.40796344647519583,101.99086161879896,9.271896510799905,0.7499328060205805,12.363636363636363,394.4,1265.4692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0,0,0,0,0,1.0,0,5.2,0.0,1,1,0,0,0
21,tt1300854,iron man 3,2013,713364,7.2,200.0,1215.0,9,4,131,0.4292637697085728,85.85275394171457,9.53919488241273,0.6553645339062181,14.555555555555555,507.5,5136.2208,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,0,11.200000000000001,0.0,2,6,0,0,7
22,tt2293640,minions,2015,199532,6.4,74.0,1159.0,6,3,91,0.42191066463587,31.22138918305438,5.203564863842397,0.34309218882477344,15.166666666666666,1466.2162162162163,1277.0048000000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0,5.3,0.0,1,3,0,0,0
23,tt3498820,captain america: civil war,2016,610916,7.8,250.0,1153.0,16,5,147,0.4166545142433346,104.16362856083366,6.510226785052104,0.7085961126587323,9.1875,361.2,4765.1448,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,0,6.6000000000000005,0.0,1,8,0,0,0
24,tt1477834,aquaman,2018,313995,7.0,200.0,1148.0,7,4,143,0.3982366082984544,79.64732165969089,11.37818880852727,0.5569742773404958,20.428571428571427,474.0,2197.965,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0,6.0,0.0,1,6,0,0,0
25,tt1399103,transformers: dark of the moon,2011,371748,6.2,195.0,1124.0,10,3,154,0.4445649709476792,86.69016933479745,8.669016933479744,0.5629231774986847,15.4,476.4102564102564,2304.8376000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,0,5.966666666666667,0.0,1,5,0,0,7
26,tt0167260,the lord of the rings: the return of the king,2003,1533400,8.9,94.0,1120.0,19,4,200,0.5434782608695652,51.08695652173913,2.688787185354691,0.2554347826086957,10.526315789473685,1091.4893617021276,13647.26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,1,0,0,0,0,1,0,0,1.0,0,1.4,15.0,0,9,3,3,4
27,tt1074638,skyfall,2012,601979,7.7,200.0,1109.0,8,4,143,0.4355514516929884,87.11029033859768,10.88878629232471,0.6091628695006831,17.875,454.5,4635.2383,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0,0,0,0,0,1.0,0,17.866666666666667,0.0,3,16,0,0,7
28,tt2109248,transformers: age of extinction,2014,287629,5.6,210.0,1104.0,2,3,165,0.422411462557448,88.70640713706408,44.35320356853204,0.5376145887094792,82.5,425.7142857142857,1610.7223999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,0,0.4,0.0,0,2,0,0,0
29,tt1345836,the dark knight rises,2012,1424604,8.4,300.0,1084.0,8,4,165,0.4355514516929884,130.66543550789652,16.333179438487065,0.791911730350888,20.625,261.3333333333333,11966.6736,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,1.0,0,27.1,0.0,5,13,0,0,0
30,tt0435761,toy story 3,2010,707238,8.3,200.0,1067.0,13,3,103,0.4585977913930367,91.71955827860735,7.05535063681595,0.8904811483359937,7.923076923076923,433.5,5870.075400000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0,16.2,0.2,3,6,0,2,5
31,tt0383574,pirates of the caribbean: dead man's chest,2006,624533,7.3,225.0,1066.0,8,3,151,0.4960317460317461,111.60714285714286,13.950892857142858,0.739120151371807,18.875,373.77777777777777,4559.090899999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0,0.5,0.0,0,4,0,0,7
32,tt3748528,rogue one: a star wars story,2016,497915,7.8,265.0,1056.0,8,4,133,0.4166545142433346,110.41344627448368,13.80168078431046,0.8301762877780727,16.625,298.49056603773585,3883.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1.0,0,6.1,0.0,1,6,0,0,7
33,tt0103639,aladdin,1992,339486,8.0,183.0,1051.0,7,4,128,0.7127583749109052,130.43478260869566,18.633540372670808,1.0190217391304348,18.285714285714285,474.3169398907104,2715.888,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,0.0,0,0,0,0,7
34,tt1298650,pirates of the caribbean: on stranger tides,2011,457040,6.6,410.6,1046.0,5,3,137,0.4445649709476792,182.53837707111708,36.507675414223414,1.3323969129278619,27.4,154.7491475888943,3016.464,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0,11.700000000000001,0.0,2,10,0,0,0
35,tt3469046,despicable me 3,2017,99642,6.3,80.0,1035.0,8,3,90,0.40796344647519583,32.637075718015666,4.079634464751958,0.3626341746446185,11.25,1193.75,627.7446,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0,5.800000000000001,0.0,1,5,0,0,0
36,tt2277860,finding dory,2016,221139,7.3,200.0,1029.0,8,3,97,0.4166545142433346,83.33090284866692,10.416362856083365,0.8590814726666693,12.125,414.5,1614.3147,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0,6.000000000000001,0.0,1,6,0,0,0
37,tt0120915,star wars: episode i - the phantom menace,1999,671698,6.5,115.0,1027.0,9,4,133,0.6002400960384154,69.02761104441778,7.669734560490864,0.5190045943189306,14.777777777777779,793.0434782608696,4366.037,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.0,0,0.6000000000000001,0.0,0,3,0,0,0
38,tt0099012,alice,1990,12601,6.6,12.0,7.33,8,3,106,0.7651109410864576,9.181331293037491,1.1476664116296864,0.08661633295318388,13.25,-38.916666666666664,83.16659999999999,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,17.057575757575755,0.1,3,15,0,1,6
39,tt0335563,wonderland,2003,20577,6.6,150.0,1025.0,10,5,108,0.5434782608695652,81.52173913043478,8.152173913043478,0.7548309178743962,10.8,583.3333333333334,135.80819999999997,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,1,1,0,0,1.0,0,0,0,1.0,0,5.4,0.0,1,2,0,0,0
40,tt1014759,alice in wonderland,2010,364904,6.4,150.0,1025.0,10,2,108,0.4585977913930367,68.7896687089555,6.8789668708955505,0.6369413769347732,10.8,583.3333333333334,2335.3856,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,6.200000000000001,0.0,1,6,0,0,7
41,tt2948356,zootopia,2016,398097,8.0,150.0,1024.0,12,3,108,0.4166545142433346,62.49817713650019,5.208181428041683,0.5786868253379647,9.0,582.6666666666666,3184.776,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0,10.0,0.0,2,0,0,0,0
42,tt0903624,the hobbit: an unexpected journey,2012,729705,7.8,315.0,1021.0,11,3,169,0.4355514516929884,137.19870728329136,12.472609753026488,0.8118266703153335,15.363636363636363,224.12698412698413,5691.699,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.0,0,17.199999999999996,0.0,3,13,0,0,7
43,tt0468569,the dark knight,2008,2141768,9.0,185.0,1005.0,7,4,152,0.4644617120987632,85.9254167382712,12.275059534038743,0.5652987943307316,21.714285714285715,443.2432432432432,19275.912,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,1.0,0,0,0,1.0,0,16.7,5.0,3,9,1,1,6
44,tt0252866,american pie 2,2001,229287,6.4,30.0,287.6,11,1,100,0.564652738565782,16.93958215697346,1.5399620142703148,0.16939582156973462,9.090909090909092,858.6666666666667,1467.4368,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,0,0,0,0,0
45,tt0241527,harry potter and the sorcerer's stone,2001,586903,7.6,125.0,975.1,12,2,152,0.564652738565782,70.58159232072275,5.881799360060229,0.4643525810573865,12.666666666666666,680.08,4460.4628,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,11.5,0.0,2,9,0,0,7
46,tt1690953,despicable me 2,2013,352039,7.3,76.0,970.8,6,3,98,0.4292637697085728,32.62404649785154,5.437341082975256,0.3328984336515463,16.333333333333332,1177.3684210526317,2569.8846999999996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0,0.1,0.0,0,1,0,0,7
47,tt0110357,the lion king,1994,875159,8.5,45.0,968.5,14,4,88,0.6747638326585695,30.36437246963563,2.1688837478311163,0.3450496871549503,6.285714285714286,2052.222222222222,7438.8515,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0.0,0,10.6,0.0,2,3,0,0,7
48,tt3040964,the jungle book,1967,246564,7.4,177.0,966.6,8,3,106,2.9940119760479047,529.9401197604791,66.24251497005989,4.999435092079992,13.25,446.10169491525426,1824.5736000000002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,0.0,0,0,0,0,7
49,tt0449088,pirates of the caribbean: at world's end,2007,565803,7.1,300.0,963.4,11,4,168,0.482392667631452,144.7178002894356,13.156163662675963,0.8614154779133071,15.272727272727273,221.13333333333333,4017.2012999999997,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1.0,0,6.1,0.0,1,6,0,0,7
50,tt2283362,jumanji: welcome to the jungle,2017,262272,6.9,150.0,962.1,6,4,119,0.40796344647519583,61.194516971279384,10.199086161879897,0.5142396384141125,19.833333333333332,541.4,1809.6768,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,0.0,0,0,0,0,0
51,tt0926084,harry potter and the deathly hallows  part 1,2010,437405,7.7,250.0,960.4,17,2,146,0.4585977913930367,114.64944784825916,6.7440851675446565,0.7852701907415011,8.588235294117647,284.16,3368.0185,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,1.2999999999999998,0.0,0,7,0,0,7
52,tt1201607,harry potter and the deathly hallows: part 2,2011,711059,8.1,250.0,960.4,17,3,146,0.4445649709476792,111.1412427369198,6.537720160995283,0.7612413886090398,8.588235294117647,284.16,5759.577899999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,1.0,0,1.2999999999999998,0.0,0,8,0,0,0
53,tt1170358,the hobbit: the desolation of smaug,2013,575054,7.8,260.0,958.0,11,3,161,0.4292637697085728,111.60858012422894,10.146234556748086,0.6932209945604282,14.636363636363637,268.46153846153845,4485.4212,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.0,0,11.199999999999998,0.0,2,8,0,0,7
54,tt2310332,the hobbit: the battle of the five armies,2014,448272,7.4,300.0,956.0,14,3,144,0.422411462557448,126.7234387672344,9.0516741976596,0.8800238803280167,10.285714285714286,218.66666666666666,3317.2128000000002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.0,0,17.199999999999996,0.0,4,13,0,0,7
55,tt0417741,harry potter and the half-blood prince,2009,432408,7.6,250.0,934.5,13,3,153,0.4661200632058805,116.53001580147013,8.963847369343856,0.7616340902056871,11.76923076923077,273.8,3286.3008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0,16.5,0.0,3,8,0,0,7
56,tt0167261,the lord of the rings: the two towers,2002,1391883,8.7,94.0,926.0,18,4,179,0.555864369093941,52.25125069483045,2.902847260823914,0.29190642846273995,9.944444444444445,885.1063829787234,12109.382099999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,1,0,0,0,0,1,0,0,1.0,0,0.7,0.2,0,8,0,1,6
57,tt0298148,shrek 2,2004,392363,7.2,150.0,919.8,8,3,92,0.5293806246691372,79.40709370037057,9.92588671254632,0.86312058369968,11.5,513.2,2825.0136,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0,5.5,0.0,1,3,0,0,7
58,tt1727824,bohemian rhapsody,2018,392840,8.0,55.0,903.7,9,2,134,0.3982366082984544,21.903013456414996,2.4336681618238885,0.16345532430160445,14.88888888888889,1543.090909090909,3142.72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0,5.21111111111111,5.125,1,2,1,2,5
59,tt0330373,harry potter and the goblet of fire,2005,503483,7.7,150.0,897.1,13,2,157,0.5120327700972862,76.80491551459293,5.908070424199456,0.4892032835324391,12.076923076923077,498.06666666666666,3876.8191,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,11.3,0.0,2,7,0,0,7
60,tt0306047,scary movie 3,2003,130934,5.5,48.0,220.7,13,3,84,0.5434782608695652,26.08695652173913,2.0066889632107023,0.3105590062111801,6.461538461538462,359.7916666666667,720.137,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,0.0,0,1,0,0,0
61,tt2379713,spectre,2015,360260,6.8,300.0,880.7,9,4,148,0.42191066463587,126.57319939076099,14.063688821195665,0.8552243202078446,16.444444444444443,193.5666666666667,2449.768,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0,0,0,0,0,1.0,0,15.599999999999998,0.0,3,4,0,0,7
62,tt2250912,spider-man: homecoming,2017,462368,7.4,175.0,880.2,8,4,133,0.40796344647519583,71.39360313315926,8.924200391644908,0.5367940085199945,16.625,402.9714285714286,3421.5232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,0,6.000000000000001,0.0,1,5,0,0,0
63,tt0295297,harry potter and the chamber of secrets,2002,507699,7.4,100.0,879.2,14,2,161,0.555864369093941,55.5864369093941,3.970459779242436,0.3452573721080379,11.5,779.2,3756.9726,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,12.099999999999998,0.0,2,13,0,0,0
64,tt1667889,ice age: continental drift,2012,180327,6.6,95.0,877.2,7,3,88,0.4355514516929884,41.377387910833896,5.911055415833414,0.4701975898958397,12.571428571428571,823.3684210526316,1190.1581999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0,0.2,0.0,0,1,0,0,0
65,tt2975590,batman v superman: dawn of justice,2016,591299,6.5,300.0,873.6,9,4,151,0.4166545142433346,124.99635427300038,13.888483808111154,0.8277904256490092,16.77777777777778,191.2,3843.4435,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,0,17.311111111111114,0.0,3,12,0,0,0
66,tt0120737,the lord of the rings: the fellowship of the ring,2001,1553588,8.8,93.0,871.5,15,4,178,0.564652738565782,52.512704686617724,3.5008469791078483,0.2950151948686389,11.866666666666667,837.0967741935484,13671.5744,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,1,0,0,0,0,1,0,0,1.0,0,0.7,0.7000000000000001,0,4,0,4,3
67,tt0266543,finding nemo,2003,892153,8.1,94.0,867.8,4,3,100,0.5434782608695652,51.08695652173913,12.771739130434783,0.5108695652173914,25.0,823.1914893617021,7226.4393,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0,0.6000000000000001,0.1,0,3,0,1,6
68,tt1951264,the hunger games: catching fire,2013,585514,7.5,140.0,865.0,10,4,146,0.4292637697085728,60.0969277592002,6.00969277592002,0.4116227928712342,14.6,517.8571428571429,4391.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1.0,0,11.3,0.0,3,8,0,0,0
69,tt3896198,guardians of the galaxy vol. 2,2017,513275,7.6,200.0,863.8,13,4,137,0.40796344647519583,81.59268929503916,6.276360715003013,0.5955670751462713,10.538461538461538,331.9,3900.89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1.0,0,1.0,0.0,0,5,0,0,7
70,tt2096673,inside out,2015,558671,8.2,175.0,857.6,9,4,94,0.42191066463587,73.83436631127725,8.203818479030806,0.7854719820348643,10.444444444444445,390.0571428571429,4581.102199999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0.0,0,0.30000000000000004,0.1,0,2,0,1,6
71,tt1270797,venom,1981,314223,6.7,116.0,856.1,5,4,112,1.1001100110011002,127.61276127612759,25.522552255225516,1.139399654251139,22.4,638.0172413793103,2105.2941,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0.0,0.0,0,0,0,0,0
72,tt3501632,thor: ragnarok,2017,521424,7.9,180.0,854.0,9,4,130,0.40796344647519583,73.43342036553527,8.159268929503918,0.5648724643502713,14.444444444444445,374.44444444444446,4119.2496,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0,17.2,0.0,3,11,0,0,0
73,tt0121766,star wars: episode iii - revenge of the sith,2005,657615,7.5,113.0,848.8,10,4,140,0.5120327700972862,57.85970302099335,5.785970302099335,0.4132835930070954,14.0,651.1504424778761,4932.1125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.0,0,0.6000000000000001,0.0,0,4,0,0,0
74,tt1055369,transformers: revenge of the fallen,2009,370641,6.0,200.0,836.3,5,3,150,0.4661200632058805,93.22401264117609,18.644802528235218,0.6214934176078406,30.0,318.15,2223.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,0.0,0,0,0,0,7
75,tt1324999,the twilight saga: breaking dawn - part 1,2011,211758,4.9,136.2,829.7,12,5,115,0.4445649709476792,60.5497490430739,5.0458124202561585,0.5265195568962948,9.583333333333334,509.17767988252575,1037.6142,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1.0,0,1,0,0,0,0,0,0,0,1.0,0,5.1,0.0,1,1,0,0,0
76,tt0234215,the matrix reloaded,2003,489206,7.2,127.0,739.4,6,2,138,0.5434782608695652,69.02173913043478,11.503623188405797,0.5001575299306869,23.0,482.20472440944883,3522.2832000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0.2,0.0,0,1,0,0,0
77,tt1375666,inception,2010,1893414,8.8,160.0,828.3,9,3,148,0.4585977913930367,73.37564662288588,8.152849624765098,0.49578139610058025,16.444444444444443,417.6875,16662.0432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.0,0,17.1,0.2,3,11,0,2,5
