,imdbID,title,year,win,nom,none
110,tt1325004,the twilight saga: eclipse,2010,0,0,0
111,tt0087951,protocol,1984,0,0,0
112,tt0986233,hunger,1966,0,0,0
113,tt0085701,the hunger,1983,0,0,0
114,tt1392170,the hunger games,2012,0,0,0
115,tt3521164,moana,2016,0,0,7
116,tt2381249,mission: impossible - rogue nation,2015,0,0,0
117,tt0816692,interstellar,2014,0,0,7
118,tt1211837,doctor strange,2016,0,0,7
119,tt0109830,forrest gump,1994,4,5,2
120,tt0167404,the sixth sense,1999,0,5,2
121,tt0120207,steel,1997,0,0,0
122,tt0770828,man of steel,2013,0,0,0
123,tt1302011,kung fu panda 2,2011,0,0,0
124,tt0438097,ice age: the meltdown,2006,0,0,0
125,tt0974015,justice league,2017,0,0,0
126,tt2245084,big hero 6,2014,0,0,0
127,tt4123430,fantastic beasts: the crimes of grindelwald,2018,0,0,0
128,tt1951266,the hunger games: mockingjay - part 2,2015,0,0,0
129,tt0121765,star wars: episode ii - attack of the clones,2002,0,0,0
130,tt1981115,thor: the dark world,2013,0,0,0
131,tt3470600,sing,2016,0,0,0
132,tt0317705,the incredibles,2004,0,1,6
133,tt0441773,kung fu panda,2008,0,0,0
134,tt3659388,the martian,2015,0,3,4
135,tt1596343,fast five,2011,0,0,0
136,tt1228705,iron man 2,2010,0,0,7
137,tt0448157,hancock,2008,0,0,0
138,tt5095030,ant-man and the wasp,2018,0,0,0
139,tt0382932,ratatouille,2007,0,1,6
140,tt3315342,logan,2017,0,1,6
141,tt0119567,the lost world: jurassic park,1997,0,0,7
142,tt0795421,mamma mia!,2008,0,0,0
143,tt3371366,transformers: the last knight,2017,0,0,0
144,tt0479952,madagascar: escape 2 africa,2008,0,0,0
145,tt0381061,casino royale,1967,0,0,7
146,tt0398286,tangled,2010,0,0,7
147,tt0407304,war of the worlds,2005,0,0,7
148,tt0481499,the croods,2013,0,0,0
149,tt1411697,the hangover part ii,2011,0,0,0
150,tt0830515,quantum of solace,2008,0,0,0
151,tt3569230,legend,1985,0,0,0
152,tt0480249,i am legend,2007,0,0,0
153,tt0371746,iron man,2008,0,0,7
154,tt0267804,the one,2001,0,0,0
155,tt1677720,ready player one,2018,0,0,7
156,tt0198781,"monsters, inc.",2001,0,0,7
157,tt0086190,star wars: episode vi - return of the jedi,1983,0,0,0
158,tt2322441,fifty shades of grey,2015,0,0,7
159,tt3731562,kong: skull island,2017,0,0,7
160,tt1216475,cars 2,2011,0,0,0
161,tt0120591,armageddon,1998,0,0,7
162,tt1637725,ted,2012,0,0,7
163,tt0108171,sniper,1993,0,0,0
164,tt2179136,american sniper,2014,0,3,4
165,tt0120755,mission: impossible ii,2000,0,0,0
166,tt1515091,sherlock holmes: a game of shadows,2011,0,0,0
167,tt3385516,x-men: apocalypse,2016,0,0,0
168,tt0319262,the day after tomorrow,2004,0,0,0
169,tt1323594,despicable me,2010,0,0,0
170,tt0065234,z,1969,0,3,4
171,tt0816711,world war z,2013,0,0,0
172,tt0080684,star wars: episode v - the empire strikes back,1980,0,0,0
173,tt0910970,wall-e,2008,0,1,6
174,tt1663202,the revenant,2015,2,4,3
175,tt5848272,ralph breaks the internet,2018,0,0,0
176,tt3874544,the boss baby,2017,0,0,0
177,tt5013056,dunkirk,2017,0,2,5
178,tt0462538,the simpsons movie,2007,0,0,0
179,tt0988045,sherlock holmes,2009,0,0,7
180,tt2267968,kung fu panda 3,2016,0,0,0
181,tt0478970,ant-man,2015,0,0,0
182,tt0103064,terminator 2: judgment day,1991,0,0,7
183,tt0290002,meet the fockers,2004,0,0,0
184,tt2709692,dr. seuss' the grinch,2018,0,0,0
185,tt0119099,fallen,1998,0,0,0
186,tt0099653,ghost,1990,2,3,4
187,tt0067541,wake in fright,1971,0,0,0
188,tt0332452,troy,2004,0,0,7
189,tt0120363,toy story 2,1999,0,0,7
190,tt0892769,how to train your dragon,2010,0,0,7
191,tt0117998,twister,1996,0,0,7
192,tt1623205,oz the great and powerful,2013,0,0,0
193,tt1291150,teenage mutant ninja turtles,1990,0,0,0
194,tt3450958,war for the planet of the apes,2017,0,0,7
195,tt0089013,demons,1985,0,0,0
196,tt0808151,angels & demons,2009,0,0,0
197,tt0315327,bruce almighty,2003,0,0,0
198,tt0126029,shrek,2001,0,1,6
199,tt1318514,rise of the planet of the apes,2011,0,0,7
200,tt0274166,johnny english,2003,0,0,0
201,tt0356910,mr. & mrs. smith,2005,0,0,0
202,tt0099785,home alone,1990,0,0,7
203,tt0367594,charlie and the chocolate factory,2005,0,0,7
204,tt2510894,hotel transylvania 2,2015,0,0,0
205,tt2126355,san andreas,2015,0,0,0
206,tt0097576,indiana jones and the last crusade,1989,0,0,7
207,tt1772341,wreck-it ralph,2012,0,0,0
208,tt0073195,jaws,1975,0,1,6
209,tt0111070,the santa clause,1994,0,0,0
210,tt4701182,bumblebee,2018,0,0,0
211,tt1490017,the lego movie,2014,0,0,7
212,tt1119646,the hangover,2009,0,0,0
213,tt1408101,star trek into darkness,2013,0,0,7
214,tt0133093,the matrix,1999,0,0,7
215,tt0100405,pretty woman,1990,0,1,6
216,tt0317219,cars,2006,0,0,7
217,tt0172495,gladiator,1992,0,0,0
218,tt0376994,x-men: the last stand,2006,0,0,0
219,tt0465234,national treasure: book of secrets,2007,0,0,0
220,tt0416449,300,2006,0,0,0
221,tt0240772,ocean's eleven,2001,0,0,0
222,tt0800369,thor,2011,0,0,0
223,tt0120855,tarzan,1999,0,0,7
224,tt3783958,la la land,2016,2,5,2
225,tt0440963,the bourne ultimatum,2007,0,0,7
226,tt0120912,men in black ii,2002,0,0,0
227,tt1707386,les misérables,2012,1,3,4
228,tt1340138,terminator genisys,2015,0,0,0
229,tt0070047,the exorcist,1973,1,6,1
230,tt0803096,warcraft,2016,0,0,0
231,tt0349903,ocean's twelve,2004,0,0,0
232,tt1485796,the greatest showman,2017,0,0,7
233,tt1517451,a star is born,1976,0,0,7
234,tt2709768,the secret life of pets,2016,0,0,0
235,tt0062883,the detective,1968,0,0,0
236,tt0246460,die another day,2002,0,0,0
237,tt0162222,cast away,2000,0,1,6
238,tt2231461,rampage,1963,0,0,0
239,tt0242653,the matrix revolutions,2003,0,0,0
240,tt0060315,django,1966,0,0,0
241,tt1853728,django unchained,2012,2,3,4
242,tt0499448,the chronicles of narnia: prince caspian,2008,0,0,0
243,tt0980970,the chronicles of narnia: the voyage of the dawn treader,2010,0,0,0
244,tt1000774,sex and the city,2008,0,0,0
245,tt2802144,kingsman: the secret service,2014,0,0,0
246,tt1504320,the king's speech,2010,4,6,1
247,tt1663662,pacific rim,2013,0,0,0
248,tt4649466,kingsman: the golden circle,2017,0,0,0
249,tt0103855,the bodyguard,1992,0,0,7
250,tt0120616,the mummy,1959,0,0,0
251,tt0290334,x2: x-men united,2003,0,0,0
252,tt0286106,signs,2002,0,0,0
253,tt0162065,angel,1984,0,0,0
254,tt1446714,prometheus,2012,0,0,7
255,tt1104001,tron: legacy,2010,0,0,7
256,tt0317919,mission: impossible iii,2006,0,0,0
257,tt1735898,snow white and the huntsman,2012,0,0,7
258,tt0077631,grease,1978,0,0,7
259,tt6911608,mamma mia! here we go again,2018,0,0,0
260,tt3778644,solo: a star wars story,2018,0,0,7
261,tt0993846,the wolf of wall street,2013,0,5,2
262,tt0348150,superman returns,2006,0,0,7
263,tt1628841,independence day: resurgence,2016,0,0,0
264,tt0102798,robin hood: prince of thieves,1991,0,0,7
265,tt0082971,raiders of the lost ark,1981,0,2,5
266,tt0088763,back to the future,1985,0,1,6
267,tt0796366,star trek,2009,0,0,7
268,tt3606752,cars 3,2017,0,0,0
269,tt0337978,live free or die hard,2007,0,0,0
270,tt0366548,happy feet,2006,0,0,0
271,tt0892782,monsters vs. aliens,2009,0,0,0
272,tt4465564,fifty shades darker,2017,0,0,0
273,tt1392190,mad max: fury road,2015,0,2,5
274,tt0111503,true lies,1994,0,0,7
275,tt1010048,slumdog millionaire,2008,3,3,4
276,tt1583421,g.i. joe: retaliation,2013,0,0,0
277,tt1397280,taken 2,2012,0,0,0
278,tt0372784,batman begins,2005,0,0,7
279,tt0983193,the adventures of tintin,2011,0,0,7
280,tt0207201,what women want,2000,0,0,0
281,tt0458525,x-men origins: wolverine,2009,0,0,0
282,tt0385752,the golden compass,2007,0,0,7
283,tt4477536,fifty shades freed,2018,0,0,0
284,tt0103923,captain america,1990,0,0,0
285,tt0458339,captain america: the first avenger,2011,0,0,0
286,tt0438488,terminator salvation,2009,0,0,0
287,tt1631867,edge of tomorrow,2014,0,0,0
288,tt0129387,there's something about mary,1998,0,0,0
289,tt0163025,jurassic park iii,2001,0,0,0
290,tt2267998,gone girl,2014,0,1,6
291,tt0106977,the fugitive,1993,1,2,5
292,tt0307453,shark tale,2004,0,0,0
293,tt0112864,die hard with a vengeance,1995,0,0,0
294,tt5814060,the nun,2018,0,0,0
295,tt0125439,notting hill,1999,0,0,0
296,tt2692250,night at the museum: secret of the tomb,2014,0,0,0
297,tt1959490,noah,2014,0,0,0
298,tt0120623,a bug's life,1998,0,0,7
299,tt0143145,the world is not enough,1999,0,0,0
300,tt0133152,planet of the apes,1968,0,0,7
301,tt0952640,alvin and the chipmunks,2007,0,0,0
302,tt0104431,home alone 2: lost in new york,1992,0,0,0
303,tt0181689,minority report,2002,0,0,7
304,tt0837562,hotel transylvania,2012,0,0,0
305,tt0918940,the legend of tarzan,2016,0,0,0
306,tt0169547,american beauty,1999,4,5,2
307,tt0112384,apollo 13,1995,0,4,3
308,tt0095953,rain man,1988,4,4,3
309,tt1343092,the great gatsby,1974,0,0,7
310,tt3402236,murder on the orient express,1974,1,3,4
311,tt0103772,basic instinct,1992,0,0,7
312,tt0128278,instinct,1999,0,0,0
313,tt0212985,hannibal,2001,0,0,0
314,tt3110958,now you see me 2,2016,0,0,0
315,tt1985949,angry birds,2016,0,0,0
316,tt0264464,catch me if you can,2002,0,1,6
317,tt5117670,peter rabbit,2018,0,0,0
318,tt5028340,mary poppins returns,2018,0,0,7
319,tt0130623,dinosaur,2000,0,0,0
320,tt0120647,deep impact,1998,0,0,0
321,tt1482459,the lorax,2012,0,0,0
322,tt0368891,national treasure,2004,0,0,0
323,tt1790864,the maze runner,2014,0,0,0
324,tt0092115,troll,1986,0,0,0
325,tt1679335,trolls,2016,0,0,7
326,tt0343818,"i, robot",2004,0,0,7
327,tt0266915,rush hour 2,2001,0,0,0
328,tt0114148,pocahontas,1995,0,0,7
329,tt1293847,xxx: return of xander cage,2017,0,0,0
330,tt0170016,how the grinch stole christmas,2000,0,0,7
331,tt2660888,star trek beyond,2016,0,0,0
332,tt0109813,the flintstones,1994,0,0,0
333,tt0414951,the quiet,2005,0,0,0
334,tt6644200,a quiet place,2018,0,0,7
335,tt0461770,enchanted,2007,0,0,7
336,tt1253863,300: rise of an empire,2014,0,0,0
337,tt0112462,batman forever,1995,0,0,7
338,tt0473075,prince of persia: the sands of time,2010,0,0,0
339,tt0327084,over the hedge,2006,0,0,0
340,tt0069031,"now you see him, now you don't",1972,0,0,0
341,tt1397514,journey 2: the mysterious island,2012,0,0,0
342,tt0117500,the rock,1996,0,0,7
343,tt0421715,the curious case of benjamin button,2008,0,5,2
344,tt0120347,tomorrow never dies,1997,0,0,0
345,tt0087469,indiana jones and the temple of doom,1984,0,0,7
346,tt1979388,the good dinosaur,2015,0,0,0
347,tt0096874,back to the future part ii,1989,0,0,7
348,tt2294449,22 jump street,2014,0,0,0
349,tt0212338,meet the parents,2000,0,0,7
350,tt0096438,who framed roger rabbit,1988,0,0,7
351,tt0177971,the perfect storm,2000,0,0,7
352,tt0947798,black swan,2010,1,3,4
353,tt0090555,crocodile dundee,1986,0,1,6
354,tt0114369,se7en,1995,0,0,0
355,tt2446042,taken 3,2014,0,0,0
356,tt0071413,devil times five,1974,0,0,0
357,tt0458352,the devil wears prada,2006,0,1,6
358,tt1067106,a christmas carol,2009,0,0,0
359,tt0116583,the hunchback of notre dame,1996,0,0,7
360,tt2279373,the spongebob movie: sponge out of water,2015,0,0,0
361,tt6966692,green book,2018,3,4,3
362,tt1001526,megamind,2010,0,0,0
363,tt0104714,lethal weapon 3,1992,0,0,0
364,tt0108052,schindler's list,1993,3,5,2
365,tt0115433,101 dalmatians,1996,0,0,0
366,tt0938283,the last airbender,2010,0,0,0
367,tt3065204,the conjuring 2,2016,0,0,0
368,tt1457767,the conjuring,2013,0,0,0
369,tt0093010,fatal attraction,1987,0,5,2
370,tt1764651,the expendables 2,2012,0,0,0
371,tt0371606,chicken little,2005,0,0,0
372,tt0119822,as good as it gets,1997,2,5,2
373,tt0268978,a beautiful mind,2001,4,5,2
374,tt0496806,ocean's thirteen,2007,0,0,0
375,tt4046784,maze runner: the scorch trials,2015,0,0,0
376,tt2592614,resident evil: the final chapter,2016,0,0,0
377,tt0145660,austin powers: the spy who shagged me,1999,0,0,0
378,tt0338348,the polar express,2004,0,0,7
379,tt0970866,little fockers,2010,0,0,0
380,tt0397892,bolt,2008,0,0,0
381,tt0117438,ransom,1996,0,0,0
382,tt0163187,runaway bride,1999,0,0,0
383,tt0878804,the blind side,2009,1,2,5
384,tt1446192,rise of the guardians,2012,0,0,0
385,tt0454921,the pursuit of happyness,2006,0,1,6
386,tt0299658,chicago,2002,2,7,1
387,tt2582846,the fault in our stars,2014,0,0,0
388,tt0075860,close encounters of the third kind,1977,0,2,5
389,tt1595656,to the wonder,2012,0,0,0
390,tt5140878,annabelle: creation,2017,0,0,0
391,tt0325980,pirates of the caribbean: the curse of the black pearl,2003,0,1,6
392,tt1646987,wrath of the titans,2012,0,0,0
393,tt0120762,mulan,1998,0,0,7
394,tt1440129,battleship,2012,0,0,0
395,tt1355644,passengers,2008,0,0,0
396,tt0119528,liar liar,1997,0,0,0
397,tt0055254,one hundred and one dalmatians,1961,0,0,0
398,tt1046173,g.i. joe: the rise of cobra,2009,0,0,0
399,tt0102057,hook,1991,0,0,7
400,tt2567026,alice through the looking glass,2016,0,0,0
401,tt0338526,van helsing,2004,0,0,0
402,tt1220634,resident evil: afterlife,2010,0,0,0
403,tt0089927,rocky iv,1985,0,0,0
404,tt0089880,rambo: first blood part ii,1985,0,0,7
405,tt0092644,beverly hills cop ii,1987,0,0,7
406,tt0076729,smokey and the bandit,1977,0,0,7
407,tt0116231,the bandit,1996,0,0,0
408,tt0243585,stuart little 2,2002,0,0,0
409,tt0433035,real steel,2011,0,0,7
410,tt0119738,my best friend's wedding,1997,0,0,7
411,tt2908446,insurgent,2015,0,0,0
412,tt0451079,horton hears a who!,2008,0,0,0
413,tt0295178,austin powers in goldmember,2002,0,0,0
414,tt0097778,look who's talking,1989,0,0,0
415,tt3411444,ferdinand,2017,0,0,0
416,tt1935859,miss peregrine's home for peculiar children,2016,0,0,0
417,tt0087332,ghostbusters,1984,0,0,7
418,tt1261945,sex and the city 2,2010,0,0,0
419,tt1130884,shutter island,2010,0,0,0
420,tt0240462,dr. dolittle 2,2001,0,0,0
421,tt1049413,up,2009,0,2,5
422,tt1673434,the twilight saga: breaking dawn - part 2,2012,0,0,0
423,tt0407887,the departed,2006,3,4,3
424,tt0161081,what lies beneath,2000,0,0,0
425,tt0120689,the green mile,1999,0,3,4
426,tt1840309,divergent,2014,0,0,0
427,tt0094898,coming to america,1988,0,0,7
428,tt0138097,shakespeare in love,1998,4,6,1
429,tt1478338,bridesmaids,2011,0,2,5
430,tt0389790,bee movie,2007,0,0,0
431,tt4500922,maze runner: the death cure,2018,0,0,0
432,tt0112642,casper,1995,0,0,0
433,tt2848292,pitch perfect 2,2015,0,0,0
434,tt0059742,the sound of music,1965,2,4,3
435,tt0068646,the godfather,1972,3,5,2
436,tt0122151,lethal weapon 4,1998,0,0,0
437,tt0396269,wedding crashers,2005,0,0,0
438,tt0401729,john carter,2012,0,0,0
439,tt0243155,bridget jones's diary,2001,0,1,6
440,tt0175142,scary movie,2000,0,0,0
441,tt0295701,xxx,2002,0,0,0
442,tt2341762,the legacy,1978,0,0,0
443,tt1194173,the bourne legacy,2012,0,0,0
444,tt0267913,scooby-doo,2002,0,0,0
445,tt0146316,lara croft: tomb raider,2001,0,0,0
446,tt0325703,lara croft tomb raider: the cradle of life,2003,0,0,0
447,tt1365519,tomb raider,2018,0,0,0
448,tt0443272,lincoln,2012,1,6,1
449,tt1320253,the expendables,2010,0,0,0
450,tt0116695,jerry maguire,1996,1,4,3
451,tt0172156,bad boys ii,2003,0,0,0
452,tt0275847,lilo & stitch,2002,0,0,0
453,tt0102926,the silence of the lambs,1991,5,5,2
454,tt0780521,the princess and the frog,2009,0,0,7
455,tt2004420,neighbors,1981,0,0,0
456,tt0443649,"10,000 bc",2008,0,0,0
457,tt0106918,the firm,1993,0,1,6
458,tt1723121,we're the millers,2013,0,0,0
459,tt1205489,gran torino,2008,0,0,0
460,tt0053804,exodus,1960,0,1,6
461,tt1528100,exodus: gods and kings,2014,0,0,0
462,tt1109624,paddington,2014,0,0,0
463,tt0103776,batman returns,1992,0,0,7
464,tt0337741,something's gotta give,2003,0,1,6
465,tt0107211,indecent proposal,1993,0,0,0
466,tt0765429,american gangster,2007,0,1,6
467,tt0114898,waterworld,1995,0,0,7
468,tt0160127,charlie's angels,2000,0,0,0
469,tt0119116,the fifth element,1997,0,0,7
470,tt0120382,the truman show,1998,0,3,4
471,tt0800080,the incredible hulk,2008,0,0,0
472,tt0113497,jumanji,1995,0,0,0
473,tt1013743,knight and day,2010,0,0,0
474,tt0317198,bridget jones: the edge of reason,2004,0,0,0
475,tt0443453,borat: cultural learnings of america for make benefit glorious nation of kazakhstan,2006,0,1,6
476,tt0358082,robots,2005,0,0,0
477,tt1210819,the lone ranger,2013,0,0,7
478,tt1856101,blade runner 2049,2017,0,0,7
479,tt0305357,charlie's angels: full throttle,2003,0,0,0
480,tt0293564,rush hour 3,2007,0,0,0
481,tt0119164,the full monty,1997,0,3,4
482,tt0368447,the village,2004,0,0,7
483,tt0195685,erin brockovich,2000,1,5,2
484,tt0077651,halloween,1978,0,0,0
485,tt5052448,get out,2017,1,4,3
486,tt0106582,cliffhanger,1993,0,0,7
487,tt0486946,wild hogs,2007,0,0,0
488,tt1403865,true grit,1969,1,1,6
489,tt0120660,enemy of the state,1998,0,0,0
490,tt0128853,you've got mail,1998,0,0,0
491,tt1800241,american hustle,2013,0,7,0
492,tt0118689,bean,1997,0,0,0
493,tt0449010,eragon,2006,0,0,0
494,tt0120746,the mask of zorro,1998,0,0,7
495,tt0328880,brother bear,2003,0,0,0
496,tt0185937,the blair witch project,1999,0,0,0
497,tt0217869,unbreakable,2000,0,0,0
498,tt1183919,marley & me,2008,0,0,0
499,tt0314331,"love, actually",2003,0,0,0
500,tt2191701,grown ups 2,2013,0,0,0
501,tt0109686,dumb and dumber,1994,0,0,0
502,tt0065856,house of dark shadows,1970,0,0,0
503,tt1077368,dark shadows,2012,0,0,0
504,tt1192628,rango,2011,0,0,0
505,tt3949660,teenage mutant ninja turtles: out of the shadows,2016,0,0,0
506,tt0119094,face/off,1997,0,0,7
507,tt0286716,hulk,2003,0,0,0
508,tt2120120,pixels,2015,0,0,0
509,tt0119282,hercules,1983,0,0,0
510,tt1815862,after earth,2013,0,0,0
511,tt0099088,back to the future part iii,1990,0,0,0
512,tt0120812,rush hour,1998,0,0,0
513,tt0093870,robocop,1987,0,0,7
514,tt0100502,robocop 2,1990,0,0,0
515,tt0844471,cloudy with a chance of meatballs,2009,0,0,0
516,tt1528854,daddy's home,2015,0,0,0
517,tt0298203,8 mile,2002,0,0,7
518,tt0104257,a few good men,1992,0,2,5
519,tt0116213,eraser,1996,0,0,7
520,tt0259446,my big fat greek wedding,2002,0,1,6
521,tt2316204,alien: covenant,2017,0,0,0
522,tt3263904,sully,2016,0,0,7
523,tt0099423,die hard 2,1990,0,0,0
524,tt1855325,resident evil: retribution,2012,0,0,0
525,tt0092493,crocodile dundee ii,1988,0,0,0
526,tt0094137,3 men and a baby,1987,0,0,0
527,tt0096895,batman & robin,1997,0,0,0
528,tt0389860,click,2006,0,0,0
529,tt3104988,crazy rich asians,2018,0,0,0
530,tt0076666,saturday night fever,1977,0,1,6
531,tt0212720,a.i. artificial intelligence,2001,0,0,7
532,tt0322259,2 fast 2 furious,2003,0,0,0
533,tt4846340,hidden figures,2016,0,3,4
534,tt1045658,silver linings playbook,2012,1,7,0
535,tt0097165,dead poets society,1989,1,4,3
536,tt0163651,american pie,1999,0,0,0
537,tt1605630,american reunion,2012,0,0,0
538,tt0142342,big daddy,1999,0,0,0
539,tt2084970,the imitation game,2014,1,5,2
540,tt1568346,the girl with the dragon tattoo,2009,0,0,0
541,tt0097757,the little mermaid,1989,0,0,7
542,tt0328828,american wedding,2003,0,0,0
543,tt1024648,argo,2012,2,3,4
544,tt0105417,sister act,1992,0,0,0
545,tt0360486,constantine,2005,0,0,0
546,tt0425061,get smart,2008,0,0,0
547,tt0113277,heat,1995,0,0,0
548,tt0259324,ghost rider,2007,0,0,0
549,tt0990407,the green hornet,2011,0,0,0
550,tt0097733,lethal weapon 2,1989,0,0,7
551,tt0108160,sleepless in seattle,1993,0,1,6
552,tt1253864,immortals,2011,0,0,0
553,tt4468740,paddington 2,2017,0,0,0
554,tt3890160,baby driver,2017,0,0,7
555,tt2239822,valerian and the city of a thousand planets,2017,0,0,0
556,tt1428538,hansel & gretel: witch hunters,2013,0,0,0
557,tt0119217,good will hunting,1997,2,6,1
558,tt0120630,chicken run,2000,0,0,0
559,tt0074958,network,1976,3,7,1
560,tt1285016,the social network,2010,1,4,3
561,tt0075148,rocky,1976,2,5,2
562,tt0118880,con air,1997,0,0,7
563,tt0110148,interview with the vampire: the vampire chronicles,1994,0,0,0
564,tt1068680,yes man,2008,0,0,0
565,tt2024469,non-stop,2014,0,0,0
566,tt0097523,"honey, i shrunk the kids",1989,0,0,0
567,tt0120891,wild wild west,1999,0,0,0
568,tt1981128,geostorm,2017,0,0,0
569,tt0489099,jumper,2008,0,0,0
570,tt0319343,elf,2003,0,0,0
