,title,year,imdbID,book,sup,hor,com,spy,his,war,psy,rom,mon,fan,mus,pol,bio,sci,act,dra,dis,adv,mys,thr,dys,cri,epi,oth,ani,based_on_book,other
3351,the great escape,1963.0,tt0057115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,1,0,0,1.0,0
3352,zoom,2006.0,tt0383060,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0
3353,gattaca,1997.0,tt0119177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1.0,0,0,0,0,0,0.0,0
3354,beyond borders,2003.0,tt0294357,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0.0,0
3355,i'll be home for christmas,1998.0,tt0155753,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
3356,in dreams,1999.0,tt0120710,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,1.0,0
3357,enemy mine,1985.0,tt0089092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0,1,0,0,0,0,0,0,0,1.0,0
3358,mulholland falls,1996.0,tt0117107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1,1.0,0,1.0,0,0,0,0.0,0
3359,the marrying man,1991.0,tt0102411,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
3360,lifeforce,1985.0,tt0089489,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.0,0
3361,ready to rumble,2000.0,tt0217756,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
3362,chasing liberty,2004.0,tt0360139,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
3363,sorcerer,1977.0,tt0076740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,1.0,0,0,0,0,0,1.0,0
3364,judgment night,1993.0,tt0107286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,1.0,0,1.0,0,0,0,0.0,0
3365,caddyshack ii,1988.0,tt0094824,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
3366,i'm not there,2007.0,tt0368794,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
3367,a most violent year,2014.0,tt2937898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,1.0,0,0,0,0.0,0
3368,pink cadillac,1989.0,tt0098097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,0.0,0
3369,the getaway,1972.0,tt0068638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,1.0,0,0,0,0.0,0
3370,brighton beach memoirs,1986.0,tt0090774,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
3371,rock-a-doodle,1991.0,tt0102802,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1.0,0
3372,the beautician and the beast,1997.0,tt0118691,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
3373,club paradise,1986.0,tt0090856,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
3374,dark blue,2002.0,tt0279331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0.0,0
3375,trumbo,2015.0,tt3203606,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
3376,making love,1982.0,tt0084293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
3377,chloe,2009.0,tt1352824,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,1,1.0,0,0,0,0,0,1.0,0
3378,the postman always rings twice,1981.0,tt0082934,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,1.0,0
3379,she's out of control,1989.0,tt0098308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
3380,true romance,1993.0,tt0108399,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0.0,0
3381,stoker,2013.0,tt1682180,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0.0,0
3382,boy erased,2018.0,tt7008872,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
3383,graveyard shift,1990.0,tt0099697,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
3384,office space,1999.0,tt0151804,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
3385,can you ever forgive me?,2018.0,tt4595882,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0
3386,used cars,1980.0,tt0081698,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
3387,up the creek,1984.0,tt0088333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
3388,silver bullet,1985.0,tt0090021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
3389,bullet,1996.0,tt0115781,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,1.0,0,0,0,1.0,0
3390,hombre,1967.0,tt0061770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0
3391,the andromeda strain,1971.0,tt0066769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0
3392,thief,1981.0,tt0083190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,1.0,0,0,0,1.0,0
3393,irreconcilable differences,1984.0,tt0087482,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
3394,dreamscape,1984.0,tt0087175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.0,0
3395,the fourth protocol,1987.0,tt0093044,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0
3396,halloween 5: the revenge of michael myers,1989.0,tt0097474,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,1.0,0
3397,layer cake,2004.0,tt0375912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,1.0,0,0,0,1.0,0
3398,solomon and sheba,1959.0,tt0053290,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,1.0,0
3399,fantastic voyage,1966.0,tt0060397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0
3400,capricorn one,1977.0,tt0077294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,0,0,0.0,0
3401,spread,2009.0,tt1186370,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
3402,harper,1966.0,tt0060490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1,0,0,1.0,0,0,0,1.0,0
3403,two for the road,1967.0,tt0062407,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
3404,finian's rainbow,1968.0,tt0062974,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
3405,the night of the iguana,1964.0,tt0058404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
3406,lenny,1974.0,tt0071746,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
3407,gallipoli,1981.0,tt0082432,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0.0,0
3408,bachelorette,2012.0,tt1920849,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
3409,help!,1965.0,tt0059260,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0
3410,escape from the planet of the apes,1971.0,tt0067065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0
3411,vanishing point,1971.0,tt0067927,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,1.0,0,0,0,0.0,0
3412,bananas,1971.0,tt0066808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
3413,race with the devil,1975.0,tt0073600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,0,0,0.0,0
3414,the shaggy dog,1959.0,tt0393735,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0
3415,a boy named charlie brown,1969.0,tt0064107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0.0,0
3416,the changeling,1980.0,tt0080516,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
3417,hoop dreams,1994.0,tt0110057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,1.0
3418,dolemite,1975.0,tt0072895,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,0.0,0
3419,phantasm,1979.0,tt0079714,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0
3420,chasing amy,1997.0,tt0118842,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
3421,cinema paradiso,1988.0,tt0095765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
3422,deathstalker,1983.0,tt0087127,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0
3423,big night,1996.0,tt0115678,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
3424,let's do it again,1975.0,tt0073282,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,0.0,0
3425,surviving christmas,2004.0,tt0252028,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
3426,girl with a pearl earring,2003.0,tt0335119,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
3427,lords of dogtown,2005.0,tt0355702,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
3428,the great raid,2005.0,tt0326905,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0
3429,jonah hex,2010.0,tt1075747,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,1.0,0
3430,deep rising,1998.0,tt0118956,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0
3431,universal soldier: the return,1999.0,tt0176269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0
3432,tall tale,1995.0,tt0111359,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0
3433,balto,1995.0,tt0112453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,1,0,0,0,0,0,0,1,0.0,0
3434,double team,1997.0,tt0119013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0
3435,the current war,2017.0,tt2140507,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
3436,return to oz,1985.0,tt0089908,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0
3437,thumbelina,1994.0,tt0111419,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0
3438,big trouble in little china,1986.0,tt0090728,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0
3439,bad lieutenant: port of call new orleans,2009.0,tt1095217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0.0,0
3440,the end of the affair,1999.0,tt0172396,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
3441,the super,1991.0,tt5884784,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0.0,0
3442,robocop 3,1993.0,tt0107978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0,0,0,0,1.0,0
3443,the libertine,1968.0,tt0375920,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
3444,husbands and wives,1992.0,tt0104466,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
3445,jennifer 8,1992.0,tt0104549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1,0,0,1.0,0,0,0,0.0,0
3446,deconstructing harry,1997.0,tt0118954,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
3447,mad dog and glory,1993.0,tt0107473,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0.0,0
3448,wolfen,1981.0,tt0083336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,1.0,0
3449,stroker ace,1983.0,tt0086379,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0
3450,the purple rose of cairo,1985.0,tt0089853,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
3451,new york stories,1989.0,tt0097965,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0.0,0
3452,the dark half,1993.0,tt0106664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,1.0,0
3453,leave it to beaver,1997.0,tt0050032,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
3454,black snake moan,2006.0,tt0462200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
3455,manhattan murder mystery,1993.0,tt0107507,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0
3456,falling in love,1984.0,tt0087233,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
3457,gotcha!,1985.0,tt0089222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0
3458,glengarry glen ross,1992.0,tt0104348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1,0,0,1.0,0,0,0,1.0,0
3459,lars and the real girl,2007.0,tt0805564,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
3460,the ref,1994.0,tt0110955,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0.0,0
3461,devil,2010.0,tt1314655,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0.0,0
3462,the man who would be king,1975.0,tt0073341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0
3463,the last flight of noah's ark,1980.0,tt0081031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0
3464,broadway danny rose,1984.0,tt0087003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
3465,the boondock saints ii: all saints day,2009.0,tt1300851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,1.0,0,0,0,0.0,0
3466,wild orchid,1989.0,tt0100934,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,1.0
3467,we need to talk about kevin,2011.0,tt1242460,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,1,1.0,0,0,0,0,0,1.0,0
3468,the wild bunch,1969.0,tt0065214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0
3469,the mirror crack'd,1980.0,tt0081163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,1.0,0,0,0,1.0,0
3470,the wild life,1984.0,tt4731008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0.0,0
3471,pat garrett & billy the kid,1973.0,tt0070518,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
3472,paterson,2016.0,tt5247022,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
3473,gypsy,1962.0,tt5503718,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,1.0,0
3474,in like flint,1967.0,tt0061810,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0
3475,mad max 2: the road warrior,1981.0,tt0082694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.0,0
3476,happy birthday to me,1981.0,tt0082498,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0.0,0
3477,after hours,1985.0,tt0088680,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0.0,0
3478,the birds,1963.0,tt0056869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1,1.0,0,0,0,0,0,1.0,0
3479,frances ha,2012.0,tt2347569,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
3480,the squid and the whale,2005.0,tt0367089,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
3481,we are your friends,2015.0,tt3787590,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
3482,the florida project,2017.0,tt5649144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
3483,the concrete jungle,1960.0,tt0053740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0.0,1.0
3484,play misty for me,1971.0,tt0067588,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0.0,0
3485,the golden voyage of sinbad,1973.0,tt0071569,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0
3486,you can count on me,2000.0,tt0203230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
3487,sleepaway camp,1983.0,tt0086320,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
3488,the honeymoon killers,1970.0,tt0064437,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0.0,0
3489,doomsday,2008.0,tt0483607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0,0,0,0,0,0.0,0
3490,flower drum song,1961.0,tt0054885,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
3491,dracula: dead and loving it,1995.0,tt0112896,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
3492,the package,1989.0,tt7525778,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0
3493,raise your voice,2004.0,tt0361696,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
3494,stardust memories,1980.0,tt0081554,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
3495,la vie en rose,2007.0,tt0450188,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
3496,whiteout,2009.0,tt0365929,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,1.0,0,0,0,1.0,0
3497,the year of living dangerously,1982.0,tt0086617,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
3498,pathfinder,2007.0,tt0446013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,1,0,0,0,0,1,0,0,0.0,0
3499,cyborg,1989.0,tt0097138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0,0,0,1,0,0.0,0
3500,henry v,1989.0,tt0097499,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,0,0,0,0,0,0,0,0,0,1.0,0
3501,brokedown palace,1999.0,tt0120620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1,1.0,0,0,0,0,0,0.0,0
3502,cutthroat island,1995.0,tt0112760,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0
3503,the scarlet letter,1995.0,tt0114345,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
3504,white squall,1996.0,tt0118158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0,0,0,0,0,0,0,1.0,0
3505,punisher: war zone,2008.0,tt0450314,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,0,0,0,1.0,0,1.0,0,0,0,1.0,0
3506,chaplin,1992.0,tt0103939,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
3507,explorers,1985.0,tt0089114,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0
3508,look who's talking now,1993.0,tt0107438,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
3509,moonlight mile,2002.0,tt0179098,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
3510,we're no angels,1989.0,tt0098625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0
3511,everyone says i love you,1996.0,tt0116242,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
3512,the two jakes,1990.0,tt0100828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1,0,0,1.0,0,0,0,0.0,0
3513,spacecamp,1986.0,tt0091993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0
3514,the unbearable lightness of being,1988.0,tt0096332,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
3515,a little princess,1995.0,tt0113670,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
3516,dunston checks in,1996.0,tt0116151,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0
3517,brazil,1985.0,tt0088846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,1,0,0,0,0,0.0,0
3518,drop dead gorgeous,1999.0,tt0157503,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0
3519,someone to watch over me,1987.0,tt0094008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0.0,0
3520,matinee,1993.0,tt0107529,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
3521,dirty work,1998.0,tt0120654,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
3522,i know who killed me,2007.0,tt0897361,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,1,1.0,0,1.0,0,0,0,0.0,0
3523,marshall,2017.0,tt5301662,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0.0,0
