,imdbID,title,year,n_votes,imdb_rating,budget,box_office,cast,running_time
3054,tt0272020,the last castle,2001,66984,7.0,72.0,27.6,4,132
3055,tt0167456,thunderbirds,2004,12663,4.2,57.0,28.3,5,95
3056,tt1240982,your highness,2011,93999,5.5,50.0,28.0,7,102
3057,tt0120646,the deep end of the ocean,1999,12228,6.4,38.0,28.12,5,108
3058,tt0123209,the other sister,1999,11486,6.5,35.0,27.8,4,130
3059,tt0192255,the little vampire,2000,9033,5.7,35.0,28.0,10,95
3060,tt1560747,the master,2012,138093,7.2,32.0,28.3,3,137
3061,tt0258068,the quiet american,2002,26321,7.0,30.0,27.67,3,101
3062,tt0795351,case 39,2009,73472,6.2,26.0,28.2,4,109
3063,tt0117039,michael collins,1996,27945,7.2,25.0,27.5,5,127
3064,tt0396652,ice princess,2005,23453,6.0,25.0,27.6,4,97
3065,tt1692486,carnage,2011,113060,7.2,25.0,27.6,4,80
3066,tt0060120,the appaloosa,1966,2705,6.3,20.0,27.7,6,108
3067,tt0139239,go,1999,64857,7.2,20.0,28.5,12,102
3068,tt0800308,appaloosa,2008,56415,6.7,20.0,27.7,6,108
3069,tt0413015,mrs henderson presents,2005,14694,7.0,20.0,27.88,5,103
3070,tt0073113,the hindenburg,1975,4759,6.3,15.0,27.9,3,125
3071,tt0084865,victor victoria,1982,18184,7.6,15.0,28.22,5,132
3072,tt0085678,high road to china,1983,4611,6.1,15.0,28.45,7,105
3073,tt0099204,cadillac man,1990,12612,5.7,15.0,27.6,4,97
3074,tt1821549,nebraska,2013,107093,7.7,13.5,27.7,5,115
3075,tt0088242,teachers,1984,3581,6.0,9.0,27.77,7,106
3076,tt0107659,loaded weapon 1,1993,42708,6.2,8.2,28.0,6,83
3077,tt0181984,boiler room,2000,47097,7.0,7.0,28.0,6,120
3078,tt0074860,marathon man,1976,53960,7.5,6.5,28.2,5,125
3079,tt0095107,ernest saves christmas,1988,9416,5.6,6.0,28.2,1,95
3080,tt0107554,menace ii society,1993,47962,7.5,3.5,27.9,4,97
3082,tt0060665,a man for all seasons,1966,28716,7.7,2.0,28.4,6,120
3083,tt0061385,barefoot in the park,1967,15101,7.0,2.0,28.0,2,106
3084,tt0075314,taxi driver,1976,665169,8.3,1.9,28.3,7,113
3087,tt0071424,dirty mary crazy larry,1974,5820,6.7,1.14,28.4,4,92
3088,tt0120735,"lock, stock and two smoking barrels",1998,503727,8.2,1.35,28.1,7,106
3090,tt0367959,hannibal rising,2007,98910,6.2,50.0,82.2,4,121
3093,tt0087892,a passage to india,1984,15793,7.3,22.1,27.2,7,163
3094,tt0160916,the story of us,1999,20441,6.0,50.0,58.9,2,95
3095,tt0119081,event horizon,1997,147425,6.7,60.0,26.7,4,96
3096,tt0314786,the in-laws,1979,15650,5.7,9.0,38.2,2,103
3097,tt4731136,a cure for wellness,2016,73912,6.4,40.0,26.6,3,146
3098,tt0465602,shoot 'em up,2007,140994,6.7,39.0,26.8,4,86
3099,tt0120841,species ii,1998,26123,4.4,35.0,26.8,7,93
3101,tt1017460,splice,2009,89349,5.7,30.0,26.9,3,104
3102,tt0118929,dark city,1998,180119,7.6,27.0,27.2,6,111
3103,tt0870111,frost/nixon,2008,97964,7.7,25.0,27.4,8,122
3104,tt0493405,chips,2017,38971,6.0,25.0,26.8,5,101
3105,tt0100133,memphis belle,1990,25665,6.9,23.0,27.0,11,107
3106,tt0080745,flash gordon,1980,47038,6.5,20.0,27.1,9,114
3107,tt0082350,an eye for an eye,1981,3299,5.5,20.0,26.9,5,101
3108,tt0116260,eye for an eye,1996,12421,6.2,20.0,26.9,5,101
3109,tt3774694,love & basketball,2000,39737,6.1,20.0,27.0,4,124
3111,tt0097441,glory,1989,114530,7.8,18.0,27.0,4,122
3112,tt0117723,spy hard,1996,34644,5.4,18.0,26.9,6,81
3113,tt0089841,prizzi's honor,1985,21457,6.7,16.0,26.66,3,130
3114,tt0083530,airplane ii: the sequel,1982,46062,6.2,15.0,27.2,5,85
3115,tt0096787,all dogs go to heaven,1989,33228,6.8,13.8,27.1,7,85
3116,tt0107840,poetic justice,1993,11632,6.0,14.0,27.0,5,109
3117,tt1571222,a dangerous method,2011,94438,6.4,14.0,27.46,4,99
3118,tt0120609,the big hit,1998,27452,6.1,13.0,27.01,10,91
3119,tt0085694,the house on sorority row,1983,6421,6.0,0.42,10.6,2,91
3120,tt0104940,the muppet christmas carol,1992,43270,7.7,12.0,27.2,10,86
3121,tt0116493,harriet the spy,1996,9142,5.9,12.0,26.6,2,102
3122,tt3715320,irrational man,2015,52590,6.6,11.0,27.4,4,95
3123,tt5592248,the beguiled,1971,45944,6.3,10.0,27.4,4,94
3124,tt5592248,the beguiled,2017,45944,6.3,10.0,27.4,4,94
3125,tt0082416,the french lieutenant's woman,1981,10834,7.0,8.0,26.89,3,127
3126,tt0054847,el cid,1961,11925,7.2,6.2,26.62,8,184
3127,tt0083929,fast times at ridgemont high,1982,87227,7.2,5.0,27.1,7,90
3128,tt0424345,clerks ii,2006,125589,7.3,5.0,27.0,6,97
3129,tt1727388,the way way back,2013,134313,7.4,5.0,26.9,10,103
3130,tt0089017,desperately seeking susan,1985,19598,6.0,4.5,27.3,4,104
3131,tt1853739,you're next,2011,82005,6.5,1.0,26.9,7,94
3134,tt1449283,winnie the pooh,2011,20211,7.2,30.0,50.1,9,63
3135,tt0985694,machete,2010,184554,6.6,10.5,44.1,9,105
3136,tt0118604,an american werewolf in paris,1997,22133,5.1,25.0,26.6,8,102
3137,tt0110099,i.q.,1994,22590,6.2,25.0,26.38,4,95
3138,tt0119223,great expectations,1998,49138,6.9,25.0,55.5,6,111
3140,tt0435625,the descent,2005,188809,7.2,4.55,57.1,6,100
3141,tt0318974,the alamo,1960,18815,6.0,107.0,25.8,6,137
3142,tt0318974,the alamo,2004,18815,6.0,107.0,25.8,6,137
3143,tt0084335,missing,1982,16921,7.7,9.5,16.0,4,122
3144,tt0246894,rollerball,1975,24718,3.1,6.0,30.0,6,129
3145,tt0246894,rollerball,2002,24718,3.1,6.0,30.0,6,129
3146,tt0462396,the last legion,2007,33063,5.4,67.0,25.67,5,102
3147,tt0087089,the cotton club,1984,15061,6.5,58.0,25.9,9,128
3150,tt0116225,escape from l.a.,1996,65425,5.7,50.0,25.5,7,101
3151,tt0327247,the whole ten yards,2004,52018,5.5,40.0,26.0,5,98
3152,tt5390504,detroit,2017,42723,7.3,40.0,26.0,13,143
3154,tt3829920,only the brave,2017,49133,7.7,38.0,25.8,6,133
3155,tt0204175,boys and girls,2000,15365,5.4,35.0,25.8,5,94
3156,tt0119675,mimic,1997,43729,5.9,30.0,25.5,7,106
3157,tt0210616,center stage,2000,17762,6.7,29.0,26.3,6,111
3158,tt4537896,white boy rick,2018,19964,6.4,29.0,26.0,12,111
3159,tt0064418,"hello, dolly!",1969,12433,7.1,25.0,26.0,6,148
3161,tt1966359,father figures,2017,15697,5.5,25.0,25.6,10,113
3162,tt0108101,shadowlands,1993,15594,7.3,22.0,25.84,2,131
3163,tt0239948,saving silverman,2001,37213,5.9,22.0,26.0,7,90
3164,tt0951216,mad money,2008,19594,5.8,22.0,26.4,4,104
3165,tt2547584,the light between oceans,2016,47833,7.2,20.0,26.0,5,132
3166,tt1712261,triple 9,2016,61893,6.3,20.0,25.9,9,115
3167,tt0094731,betrayed,1988,5110,6.3,19.0,25.8,4,127
3168,tt0095188,funny farm,1988,18332,6.2,19.0,25.54,6,101
3169,tt0092605,baby boom,1987,12929,6.2,15.0,26.0,4,103
3170,tt0113819,mighty aphrodite,1995,36236,7.0,15.0,26.0,10,95
3171,tt0116311,first kid,1996,9592,5.2,15.0,26.49,3,101
3173,tt0106308,army of darkness,1992,154948,7.5,11.0,25.5,2,81
3175,tt0112508,billy madison,1995,123787,6.4,10.0,26.4,6,89
3176,tt0127723,can't hardly wait,1998,42774,6.5,10.0,25.61,6,101
3177,tt0195234,saving grace,2000,16953,6.9,10.0,26.33,4,93
3178,tt0103919,candyman,1992,62029,6.6,9.0,25.7,4,101
3179,tt0082763,modern problems,1981,4579,5.1,8.0,26.15,6,89
3180,tt0087755,the muppets take manhattan,1984,18184,6.9,8.0,25.5,12,94
3181,tt0104454,howards end,1992,26523,7.4,8.0,26.1,8,142
3182,tt1174732,an education,2009,124167,7.3,7.5,26.1,7,100
3184,tt0080678,the elephant man,1980,205275,8.1,5.0,26.0,5,124
3185,tt0284837,ali g indahouse,2002,80572,6.2,5.0,25.9,2,88
3186,tt0064117,cactus flower,1969,8691,7.2,3.0,25.8,3,103
3187,tt0073092,hard times,1975,8660,7.3,2.7,26.5,4,93
3188,tt0082948,private lessons,1981,3046,5.2,2.8,26.3,3,87
3190,tt0063829,"yours, mine and ours",1968,7203,7.2,2.5,25.91,3,111
3191,tt0082495,halloween ii,1981,68469,6.5,2.5,25.5,2,92
3192,tt0087800,a nightmare on elm street,1984,191650,7.5,1.8,25.5,5,91
3193,tt0089686,a nightmare on elm street 2: freddy's revenge,1985,57069,5.5,1.8,25.5,5,91
3194,tt0099800,house party,1990,12191,6.4,2.5,26.4,3,100
3195,tt0102065,house party 2,1991,5642,5.3,5.0,638.0,9,94
3196,tt0443295,"yours, mine & ours",2005,25272,5.5,45.0,72.0,7,88
3197,tt0082495,halloween ii,2009,69546,6.5,2.5,25.5,2,92
3198,tt0087800,a nightmare on elm street,2010,191650,7.5,1.8,25.5,5,91
3199,tt0077889,magic,1978,8313,6.8,7.0,23.8,5,107
3200,tt0120679,frida,2002,75876,7.4,12.0,56.3,7,123
3201,tt0089461,the last dragon,1985,12155,6.9,10.0,33.0,7,107
3202,tt0112851,desperado,1995,163480,7.2,7.0,25.4,6,105
3203,tt0238112,captain corelli's mandolin,2001,31742,5.9,57.0,62.11,4,129
3205,tt0090738,black widow,1987,8090,6.3,10.5,25.21,5,102
3207,tt1390411,in the heart of the sea,2015,111835,6.9,100.0,93.9,6,121
3208,tt0462322,grindhouse,2007,172381,7.5,67.0,25.4,25,191
3209,tt0111756,wyatt earp,1994,42705,6.7,63.0,25.1,3,190
3210,tt1124037,free state of jones,2016,46835,6.9,50.0,25.0,4,140
3211,tt0120824,the shipping news,2001,31128,6.7,38.0,25.0,4,111
3212,tt0395972,north country,2005,37722,7.3,35.0,25.2,8,126
3213,tt3381008,the brothers grimsby,2016,84750,6.2,35.0,25.2,6,83
3214,tt0110932,quiz show,1994,61915,7.5,31.0,24.8,5,133
3215,tt0119668,midnight in the garden of good and evil,1997,35427,6.6,30.0,25.1,2,155
3216,tt0308383,the human stain,2003,28294,6.2,30.0,24.9,4,106
3217,tt0093260,innerspace,1987,50848,6.8,27.0,25.0,4,120
3218,tt0272338,punch-drunk love,2002,136708,7.3,25.0,24.7,5,95
3220,tt0060164,the bible: in the beginning...,1966,4420,6.3,18.0,25.3,6,174
3221,tt0065528,catch-22,1970,20764,7.2,18.0,24.91,10,122
3222,tt0094890,cocoon: the return,1988,14596,5.4,17.5,25.0,12,116
3224,tt0292963,before the devil knows you're dead,2007,91348,7.3,18.0,25.0,4,117
3225,tt0091188,heartburn,1986,8516,6.1,15.0,25.3,2,109
3226,tt0975645,hitchcock,2012,69341,6.8,15.0,24.7,8,98
3227,tt0087747,moscow on the hudson,1984,10286,6.5,13.0,25.07,3,115
3228,tt0091554,the morning after,1986,5501,5.9,13.0,25.1,3,103
3229,tt0059243,the great race,1965,15028,7.2,12.0,25.33,7,160
3230,tt0387575,seed of chucky,2004,36395,4.8,12.0,24.8,6,86
3231,tt0250310,corky romano,2001,12068,4.7,11.0,25.3,10,86
3232,tt0102316,little man tate,1991,13184,6.6,10.0,25.0,4,99
3233,tt0101757,don't tell mom the babysitter's dead,1991,25962,6.2,10.0,25.1,5,102
3234,tt0076507,the other side of midnight,1977,1469,6.2,9.0,24.7,4,165
3235,tt0074812,logan's run,1976,48744,6.8,8.0,25.0,6,118
3236,tt0064615,mackenna's gold,1969,7409,6.8,7.0,25.0,13,128
3237,tt1315981,a single man,2009,101195,7.6,7.0,25.0,4,100
3238,tt0082340,escape from new york,1981,115555,7.2,6.0,25.2,7,99
3239,tt0057187,irma la douce,1963,15579,7.4,5.0,25.25,2,147
3240,tt0075268,stay hungry,1976,3748,5.6,5.0,24.85,2,102
3241,tt0072288,thunderbolt and lightfoot,1974,20544,7.1,4.0,25.0,4,115
3242,tt0053604,the apartment,1960,149612,8.3,3.0,24.6,4,125
3246,tt0070034,enter the dragon,1973,90807,7.7,0.85,90.0,6,102
3247,tt0454841,the hills have eyes,1977,151630,6.4,0.35,25.0,8,89
3248,tt1438176,fright night,1985,96060,6.3,0.0,24.9,5,106
3249,tt1438176,fright night,2011,96060,6.3,30.0,41.0,6,106
3251,tt0399295,lord of war,2005,282366,7.6,50.0,72.6,5,121
3252,tt0100029,lionheart,1990,30699,6.2,6.0,24.3,5,105
3253,tt0875034,nine,2009,41217,5.8,80.0,54.0,8,118
3254,tt0089961,santa claus: the movie,1985,10613,6.2,50.0,23.7,5,108
3255,tt0110971,renaissance man,1994,15956,6.2,40.0,24.33,4,128
3256,tt0457495,alex rider: operation stormbreaker,2006,22538,5.1,40.0,23.9,13,93
3257,tt0462519,school for scoundrels,1960,28107,5.9,35.0,23.95,6,100
3258,tt0102603,oscar,1991,28217,6.5,35.0,23.5,1,109
3259,tt1655460,wanderlust,2012,70162,5.6,35.0,24.2,7,98
3260,tt0271263,eight crazy nights,2002,20659,5.4,34.0,23.8,4,76
3261,tt0108238,striking distance,1993,38483,5.8,30.0,24.0,4,101
3262,tt0114857,virtuosity,1995,26584,5.6,30.0,24.1,6,106
3263,tt0221218,the glass house,2001,30373,5.8,30.0,23.6,7,103
3264,tt0264796,life as a house,2001,41922,7.5,27.0,23.9,5,124
3265,tt1798603,bad santa 2,2016,20795,5.6,26.0,24.1,6,92
3266,tt4276820,the founder,2016,103730,7.2,25.0,24.1,7,115
3267,tt0977855,fair game,1995,44535,6.8,50.0,11.53,4,91
3268,tt0120586,american history x,1998,973701,8.5,20.0,23.9,7,119
3269,tt0222142,let me in(i) ,2010,24,7.4,15.0,9.46,3,103
3270,tt0091278,iron eagle,1986,12601,5.5,18.0,24.16,6,117
3271,tt0325258,dickie roberts: former child star,2003,13078,5.5,17.0,23.8,3,98
3272,tt1876451,sparkle,1976,5706,5.7,14.0,24.0,9,116
3273,tt0086494,two of a kind,1983,3622,4.8,14.0,23.65,6,88
3274,tt0199626,in the cut,2003,20712,5.3,12.0,23.7,3,119
3276,tt5322012,wish upon,2017,16090,5.0,12.0,23.5,6,90
3277,tt0112819,dead presidents,1995,18434,6.9,10.0,24.1,6,119
3278,tt0082089,body heat,1981,28710,7.4,9.0,24.0,3,113
3279,tt1041753,harold & kumar go to white castle,2004,1813,5.5,9.0,23.9,7,88
3280,tt0119215,good burger,1997,24535,5.7,8.5,23.7,3,95
3281,tt0080472,bronco billy,1980,10036,6.1,6.5,24.27,2,116
3282,tt0088128,sixteen candles,1984,97043,7.1,6.5,23.7,4,93
3283,tt0106223,the adventures of huck finn,1993,7258,6.2,6.5,24.1,4,107
3284,tt0108451,untamed heart,1993,11985,6.8,6.0,24.0,3,102
3285,tt0307901,25th hour,2002,163869,7.6,5.0,23.9,6,135
3286,tt0070239,jesus christ superstar,1973,23504,7.4,3.5,24.5,4,106
3287,tt0086352,spring break,1983,2496,4.9,4.5,24.07,10,102
3288,tt0078444,an unmarried woman,1978,4227,7.1,2.52,24.0,4,125
3290,tt0092974,ernest goes to camp,1987,10350,5.5,3.0,23.5,1,92
3291,tt0379632,hustle & flow,2005,20669,8.1,2.8,23.6,5,116
3292,tt0061811,in the heat of the night,1967,62234,8.0,2.0,24.3,2,109
3293,tt0117666,sling blade,1996,83153,8.0,1.0,24.4,7,135
3294,tt0397065,house of wax,2005,109570,5.3,40.0,70.1,7,113
3296,tt1179034,from paris with love,2010,108419,6.5,52.0,52.83,4,92
3297,tt0082467,graduation day,1981,3009,4.8,0.25,23.8,4,96
3298,tt0070917,the wicker man,2006,61547,7.5,40.0,38.8,7,102
3299,tt0395169,hotel rwanda,2004,318661,8.1,17.5,33.9,4,121
3300,tt0080491,caligula,1979,31931,5.4,17.5,23.4,5,156
3301,tt4002772,once(i) ,2007,1001,6.2,0.15,23.3,2,86
3302,tt0907657,once,2007,106522,7.8,0.15,23.3,2,86
3303,tt0497465,vicky cristina barcelona,2008,231428,7.1,15.0,104.5,7,97
3304,tt2361317,live by night,2016,48661,6.4,90.0,22.7,7,129
3305,tt0153225,toys are not for children,1972,226,6.2,50.0,23.3,5,121
3306,tt0105629,toys,1992,29536,5.1,50.0,23.3,5,121
3307,tt0116731,the juror,1996,16088,5.7,44.0,22.7,4,118
3308,tt0109305,blue chips,1994,11298,6.2,35.0,23.0,6,108
3309,tt0119311,hoodlum,1997,9992,6.3,30.0,23.46,8,130
3312,tt1291584,warrior,2011,411227,8.2,25.0,23.1,5,140
3313,tt0103924,captain ron,1992,19502,5.8,24.0,22.52,5,104
3314,tt0100530,the russia house,1990,13499,6.1,21.8,23.0,6,122
3315,tt0081777,xanadu,1980,11206,5.2,20.0,23.0,3,96
3316,tt0081398,raging bull,1980,296838,8.2,18.0,23.4,1,129
3317,tt0971209,a perfect getaway,2009,64898,6.5,14.0,22.85,6,97
3318,tt0079758,prophecy,1979,3984,5.5,12.0,22.7,3,102
3319,tt0108002,rudy,1993,51809,7.5,12.0,22.8,5,116
3321,tt0168786,antwone fisher,2002,31218,7.3,12.5,23.4,5,120
3322,tt0429591,aquamarine,2006,36198,5.3,12.0,23.0,3,104
3323,tt1625346,young adult,2011,75149,6.3,12.0,22.9,4,94
3324,tt0164114,drive me crazy,1999,17328,5.8,8.5,22.6,3,91
3325,tt0059740,the sons of katie elder,1965,13209,7.2,6.5,23.0,10,122
3326,tt0119905,the players club,1998,5911,5.8,5.0,23.3,16,104
3327,tt3553976,captain fantastic,2016,166610,7.9,5.0,22.8,4,118
3328,tt0064381,"goodbye, columbus",1969,1521,6.5,1.5,22.94,4,102
3329,tt2125435,beasts of the southern wild,2012,78156,7.3,1.8,23.3,2,93
3330,tt3235888,it follows,2014,191545,6.8,2.0,23.3,6,100
3331,tt4698684,hunt for the wilderpeople,2016,91938,7.9,2.5,23.2,5,101
3332,tt0327679,ella enchanted,2004,58377,6.2,31.0,27.4,8,96
3333,tt0128442,rounders,1998,136514,7.3,12.0,22.9,7,121
3334,tt0120603,beloved,1998,6790,6.0,80.0,22.9,7,172
3335,tt0087727,missing in action,1984,12953,5.4,1.5,22.81,5,101
3337,tt0499556,war,2007,81989,6.2,25.0,40.7,10,103
3338,tt0118755,the borrowers,1997,19005,5.8,29.0,54.0,6,89
3339,tt0092965,empire of the sun,1987,108190,7.8,25.0,66.7,4,154
3341,tt0112883,don juan demarco,1994,46338,6.7,25.0,68.0,6,97
3342,tt0421054,domino,2005,63076,5.9,50.0,22.0,7,127
3343,tt0324554,wicker park,2004,50797,7.0,30.0,21.6,4,114
3344,tt0488658,unaccompanied minors,2006,9835,5.3,26.0,21.9,7,87
3345,tt0124718,he got game,1998,41692,6.9,25.0,22.4,3,136
3346,tt0097770,lock up,1989,35864,6.4,24.0,22.0,6,100
3347,tt0158811,muppets from space,1999,17183,6.3,24.0,22.3,11,87
3349,tt0113321,home for the holidays,1995,11008,6.6,20.0,22.1,9,103
3350,tt0490204,reign over me,2007,90598,7.4,20.0,22.2,7,124
3351,tt0455760,dead silence,2007,80534,6.2,20.0,22.2,7,89
3352,tt1024255,wild child,2008,46468,6.1,20.0,21.9,4,98
3353,tt0208874,the contender,2000,22041,6.9,20.0,22.36,8,126
3354,tt0098258,say anything...,1989,78077,7.3,16.0,21.5,3,100
3355,tt0096101,short circuit 2,1988,22650,5.7,15.0,21.6,5,110
3356,tt0086859,against all odds,1984,9799,5.9,13.0,21.7,6,121
3358,tt0069807,blue summer,1973,222,4.6,12.0,22.7,6,108
3359,tt0084503,pink floyd: the wall,1982,71891,8.1,12.0,22.2,1,95
3360,tt0071222,black christmas,1974,29449,7.2,5.0,8.1,6,92
3361,tt0071222,black christmas,2006,29449,7.2,5.0,8.1,6,92
3363,tt0095519,license to drive,1988,16937,6.3,8.0,22.4,4,88
3364,tt0963794,the ruins,2008,67084,5.8,8.0,22.3,5,90
3365,tt0088146,a soldier's story,1984,8248,7.2,6.0,21.82,2,101
3366,tt0097981,a nightmare on elm street 5: the dream child,1989,38136,5.1,6.0,22.2,2,90
3367,tt0249462,billy elliot,2000,118571,7.7,3.9,109.3,5,110
3368,tt0358089,the russians are coming the russians are coming,1966,13,6.4,3.9,21.69,7,126
3369,tt0063227,the lion in winter,1968,27328,7.9,4.0,22.3,6,134
3370,tt0079638,norma rae,1979,9531,7.3,4.5,22.0,3,110
3371,tt0078579,buck rogers in the 25th century,1979,6820,6.9,3.5,21.7,8,89
3373,tt0057546,the sword in the stone,1963,82826,7.2,3.0,22.2,6,79
3374,tt0081207,my bodyguard,1980,8131,7.1,3.0,22.5,5,96
3377,tt0089173,friday the 13th: a new beginning,1985,30702,4.8,2.2,22.0,3,92
3378,tt0473308,waitress,2007,42102,7.0,1.5,22.0,5,104
3379,tt0082418,friday the 13th: part 2,1981,53769,6.1,1.2,21.7,3,87
3381,tt0063035,the green berets,1968,11504,5.8,7.0,32.0,8,141
3384,tt0114681,to die for,1995,41171,6.8,20.0,21.3,3,106
3385,tt0119925,the postman,1997,65315,6.1,80.0,20.8,6,177
3386,tt0108255,super mario bros.,1993,46414,4.0,48.0,20.9,7,104
3387,tt0110146,intersection,1994,7106,5.3,45.0,21.36,4,98
3388,tt0117108,multiplicity,1996,28600,6.1,45.0,21.08,4,117
3389,tt0088814,the black cauldron,1985,28116,6.4,44.0,21.3,14,80
3390,tt0162650,shaft,1971,70506,5.9,0.5,12.0,3,100
3391,tt0162650,shaft,2000,70506,5.9,0.5,12.0,3,100
3392,tt0841046,walk hard: the dewey cox story,2007,63729,6.8,35.0,20.6,4,96
3393,tt1188729,pandorum,2009,138635,6.7,33.0,20.6,6,108
3394,tt0124198,very bad things,1998,43441,6.4,30.0,21.0,7,100
3395,tt0379889,the merchant of venice,2004,33527,7.0,30.0,21.42,4,131
3396,tt0082970,ragtime,1981,8022,7.3,28.3,21.2,17,155
3397,tt0088001,rhinestone,1984,6539,3.8,28.0,21.0,4,111
3398,tt0086197,the right stuff,1983,53303,7.8,27.0,21.1,12,192
3399,tt0297284,mindhunters,2004,55650,6.4,27.0,21.1,9,106
3400,tt0078504,the wiz,1978,12909,5.4,24.0,21.0,6,133
3401,tt0098987,the adventures of ford fairlane,1990,16280,6.3,20.0,21.4,7,102
3402,tt0102744,quigley down under,1990,18197,6.9,18.0,21.41,3,119
3403,tt5461944,hotel mumbai,2018,36527,7.6,17.3,21.1,7,125
3404,tt0283139,white oleander,2002,28501,7.1,16.0,21.0,4,109
3406,tt0472160,penelope,1966,58151,6.7,15.0,21.16,5,104
3407,tt0095927,punchline,1988,7502,5.8,15.0,21.04,4,122
3408,tt0118073,a very brady sequel,1996,9519,5.7,15.0,21.4,3,89
3409,tt0472160,penelope,2006,58151,6.7,15.0,21.16,5,104
3411,tt1045772,i love you phillip morris,2009,88042,6.6,13.0,20.7,5,93
3412,tt0034587,cat people,1982,17941,7.3,12.5,21.0,4,118
3413,tt0099615,the freshman,1990,17727,6.4,12.0,21.46,5,102
3414,tt0164181,stir of echoes,1999,70539,7.0,12.0,21.1,4,100
3415,tt7125860,if beale street could talk,2018,30867,7.2,12.0,20.6,11,117
3416,tt0085333,christine,1983,66014,6.7,10.0,21.0,5,110
3417,tt0089118,f/x,1986,16369,6.7,10.0,20.6,4,108
3418,tt0092105,tough guys,1986,6142,6.2,10.0,21.46,5,104
3419,tt0095593,married to the mob,1988,15110,6.1,10.0,21.4,5,104
3420,tt0218839,best in show,2000,52055,7.4,10.0,20.8,9,90
3421,tt0060472,grand prix,1966,7203,7.2,9.0,20.8,4,179
3422,tt0065207,where eagles dare,1968,48559,7.7,7.7,21.0,3,155
3423,tt0083767,creepshow,1982,39330,6.9,8.0,21.0,7,120
3424,tt0085382,cujo,1983,36224,6.1,8.0,21.2,5,93
3425,tt0089826,porky's revenge,1985,7218,4.8,7.8,20.52,8,92
3426,tt0803061,red dog,2011,15636,7.4,8.5,21.0,4,92
3427,tt0110186,jason's lyric,1994,3284,6.6,7.0,20.85,6,120
3428,tt0073075,the great waldo pepper,1975,5061,6.6,5.0,20.64,5,107
3429,tt0076933,the world's greatest lover,1977,1802,5.9,4.8,21.0,2,89
3430,tt0085334,a christmas story,1983,122889,8.0,3.3,20.6,3,93
3431,tt0071115,alice doesn't live here anymore,1974,19685,7.3,1.8,21.0,5,112
3432,tt0091867,a room with a view,1985,36868,7.3,2.3,21.0,12,117
3433,tt0171804,boys don't cry,1999,88571,7.5,2.0,20.7,7,118
3434,tt1462758,buried,2010,142375,7.0,2.0,21.3,1,95
3435,tt0086264,screwballs,1983,2584,4.7,0.8,20.82,4,80
3436,tt0071807,the man with the golden gun,1974,88771,6.8,7.0,97.6,4,125
3439,tt0298228,whale rider,2002,37929,7.5,9.2,41.4,4,101
3440,tt0118632,the apostle,1997,12529,7.2,5.0,21.28,6,134
3441,tt0088286,top secret!,1984,55842,7.2,0.0,20.5,2,90
3446,tt0094612,action jackson,1988,9451,5.4,7.0,20.26,5,96
3447,tt0021814,dracula,1979,42233,7.5,40.0,215.9,4,128
3448,tt0116322,flipper,1996,9538,5.2,25.0,20.08,5,0
3449,tt0186975,down to you,2000,13764,5.0,35.0,24.4,2,92
3450,tt0138304,the astronaut's wife,1999,50956,5.4,75.0,19.6,4,109
3451,tt0120696,hard rain,1998,30802,5.9,70.0,19.9,7,96
3452,tt0109456,color of night,1994,21630,5.2,40.0,19.7,7,121
3453,tt0117318,the people vs. larry flynt,1996,84005,7.3,35.0,20.3,3,130
3454,tt0234829,summer catch,2001,14665,5.0,34.0,19.7,10,108
3455,tt0264150,view from the top,2003,24278,5.2,30.0,19.5,8,87
3456,tt0861689,blindness,2008,66782,6.6,25.0,19.8,6,121
3457,tt0096316,tucker: the man and his dream,1988,13687,6.9,24.0,19.7,6,110
3458,tt0102460,mobsters,1991,7889,6.0,23.0,20.2,8,104
3459,tt0109484,"corrina, corrina",1994,11655,6.6,22.0,20.1,7,115
3460,tt0192071,get over it,2001,17241,5.7,22.0,19.9,6,87
3461,tt0120877,vampires,1998,49818,6.2,20.0,20.3,6,108
3462,tt0356721,i heart huckabees,2004,60759,6.6,20.0,20.1,7,106
3463,tt0205461,thomas and the magic railroad,2000,3492,4.0,19.0,19.7,7,85
3464,tt0486551,beerfest,2006,61773,6.3,17.5,20.4,11,111
3465,tt1924396,the best offer,2013,98638,7.8,18.0,20.49,4,125
3466,tt0080360,altered states,1980,29958,6.9,14.9,19.9,3,103
3467,tt0084787,the thing,1982,342948,8.1,15.0,19.6,1,109
3468,tt0106912,fire in the sky,1993,19640,6.6,15.0,19.9,5,109
3469,tt1619856,mulholland dr.,2001,4979,8.3,15.0,20.1,6,146
3471,tt1258972,the man with the iron fists,2012,58891,5.4,15.0,19.7,8,96
3472,tt0166924,mulholland drive,2001,297255,7.9,15.0,20.1,6,146
3473,tt0068828,lady sings the blues,1972,3373,7.1,14.0,19.73,3,144
3474,tt0084690,six pack,1982,2478,5.9,13.5,20.23,3,108
3475,tt0103035,taking care of business,1990,7380,6.4,14.0,20.0,6,108
3476,tt0114825,vampire in brooklyn,1995,20182,4.5,14.0,19.8,5,102
3479,tt0250224,crazy/beautiful,2001,23194,6.5,13.0,19.9,3,99
3480,tt0072684,barry lyndon,1975,136822,8.1,12.0,20.2,6,187
3481,tt0080009,tess,1979,13884,7.3,12.0,20.1,3,186
3482,tt0080569,cruising,1980,17233,6.4,11.0,19.8,5,102
